Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,071,458","+33,323","263,270","+1,508","4,007,472","+19,187","2,800,716","21,033",26.08.20,22:59
2,South America,"5,906,882","+12,798","193,344",+556,"4,500,443","+9,301","1,213,095","14,971",26.08.20,22:59
3,Asia,"6,577,413","+101,804","134,877","+1,570","5,240,533","+79,355","1,202,003","18,902",26.08.20,22:59
4,Europe,"3,433,725","+26,211","206,329",+361,"2,015,253","+11,622","1,212,143","5,592",26.08.20,22:59
5,Africa,"1,215,272","+7,649","28,608",+274,"943,270","+9,078","243,394","1,272",26.08.20,22:59
6,Oceania,"27,741",+156,576,+24,"22,065",+286,"5,100",58,26.08.20,22:59
7,World,"24,233,212","+181,941","827,019","+4,293","16,729,687","+128,829","6,676,506","61,832",26.08.20,22:59
