scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-05,23:31,1,USA,331351637,6419342,+30285,192544,+433,3686553,+9984,2540245,15060,19373,581,86504018,261064,1.0
2020-09-05,23:31,3,India,1382419165,4110833,+90594,70678,+1043,3177667,+73155,862488,8944,2974,51,47738491,34533,3.0
2020-09-05,23:31,2,Brazil,212830230,4093586,+1785,125659,+75,3278243,,689684,8318,19234,590,14408116,67698,2.0
2020-09-05,23:31,4,Russia,145945865,1020310,+5205,17759,+110,838126,+5379,164425,2300,6991,122,38100000,261056,4.0
2020-09-05,23:31,6,Peru,33052721,676848,,29554,,498523,,148771,1496,20478,894,3320012,100446,2.0
2020-09-05,23:31,8,Colombia,50979209,650062,,20888,,498221,,130953,1493,12752,410,2880158,56497,2.0
2020-09-05,23:31,5,South Africa,59440811,636884,+1806,14779,+101,561204,+3386,60901,539,10715,249,3783823,63657,5.0
2020-09-05,23:31,7,Mexico,129173426,623090,+6196,66851,+522,434667,+4380,121572,3135,4824,518,1409384,10911,1.0
2020-09-05,23:31,9,Spain,46758078,517133,,29418,,,,,976,11060,629,9210337,196979,4.0
2020-09-05,23:31,12,Argentina,45269713,461882,,9685,+62,340381,+8760,111816,2425,10203,214,1374524,30363,2.0
2020-09-05,23:31,10,Chile,19145501,420434,+1969,11551,+57,392967,+1719,15916,908,21960,603,2575313,134513,2.0
2020-09-05,23:31,11,Iran,84182804,384666,+1894,22154,+110,332131,+1823,30381,3708,4569,263,3355152,39856,3.0
2020-09-05,23:31,13,UK,67950227,344164,+1813,41549,+12,,,,69,5065,611,17619897,259306,4.0
2020-09-05,23:31,15,Bangladesh,164981307,323565,+1950,4447,+35,217852,+1661,101266,,1961,27,1617958,9807,3.0
2020-09-05,23:31,14,Saudi Arabia,34908907,319932,+791,4049,+34,295842,+779,20041,1470,9165,116,5364471,153671,3.0
2020-09-05,23:31,19,France,65299717,317706,+8550,30724,,87206,,199776,464,4865,471,8500000,130169,4.0
2020-09-05,23:31,16,Pakistan,221636262,298025,+513,6340,+5,282553,+285,9132,535,1345,29,2732325,12328,3.0
2020-09-05,23:31,18,Turkey,84500199,278228,+1673,6620,+56,250092,+984,21516,1091,3293,78,7682697,90919,3.0
2020-09-05,23:31,17,Italy,60445551,276338,+1695,35534,+16,209610,+583,31194,121,4572,588,9142401,151250,4.0
2020-09-05,23:31,21,Iraq,40377715,256719,+4644,7422,+63,195259,+3891,54038,523,6358,184,1718157,42552,3.0
2020-09-05,23:31,20,Germany,83832432,251056,+775,9401,,226208,+1608,15447,223,2995,112,12383035,147712,4.0
2020-09-05,23:31,22,Philippines,109838295,234570,+2529,3790,+53,161668,+1136,69112,922,2136,35,2772075,25238,3.0
2020-09-05,23:31,23,Indonesia,274037400,190665,+3128,7940,+108,136401,+2220,46324,,696,29,2405773,8779,3.0
2020-09-05,23:31,28,Ukraine,43685149,133787,+2836,2811,+50,61649,+1036,69327,177,3063,64,1673316,38304,4.0
2020-09-05,23:31,24,Canada,37801213,131467,+343,9143,+2,116118,+192,6206,54,3478,242,5697380,150720,1.0
2020-09-05,23:31,30,Israel,9197590,128768,+2349,1007,+14,101478,+1121,26283,439,14000,109,2388574,259696,3.0
2020-09-05,23:31,25,Qatar,2807805,119864,+227,202,+1,116780,+242,2882,51,42690,72,654973,233269,3.0
2020-09-05,23:31,26,Bolivia,11701077,119580,+799,5343,+55,67844,+1960,46393,71,10220,457,250550,21413,2.0
2020-09-05,23:31,27,Ecuador,17690064,118045,+870,6724,+50,102304,+104,9017,415,6673,380,349060,19732,2.0
2020-09-05,23:31,29,Kazakhstan,18816458,106225,+104,1588,,99018,+433,5619,221,5645,84,2434444,129378,3.0
2020-09-05,23:31,31,Egypt,102669689,99582,,5495,,76305,,17782,41,970,54,135000,1315,5.0
2020-09-05,23:31,32,Dominican Republic,10867261,98776,+864,1840,+19,71901,+357,25035,210,9089,169,391190,35997,1.0
2020-09-05,23:31,34,Panama,4326667,95596,,2063,,68742,,24791,164,22095,477,350669,81048,1.0
2020-09-05,23:31,38,Romania,19213911,93864,+1269,3850,+38,40028,+402,49986,476,4885,200,1923620,100116,4.0
2020-09-05,23:31,37,Kuwait,4281665,88963,+720,540,+3,79903,+486,8520,91,20778,126,640634,149623,3.0
2020-09-05,23:31,36,Belgium,11598726,87174,+630,9901,+2,18534,+21,58739,52,7516,854,2390994,206143,4.0
2020-09-05,23:31,35,Oman,5128770,86380,,705,,81828,,3847,144,16842,137,309212,60290,3.0
2020-09-05,23:31,33,Sweden,10110577,84985,,5835,,,,,16,8406,577,1124269,111197,4.0
2020-09-05,23:31,40,Guatemala,17973195,77040,,2825,,65029,,9186,5,4286,157,256054,14246,1.0
2020-09-05,23:31,42,Netherlands,17141751,73862,+654,6241,+4,,,,43,4309,364,1455274,84896,4.0
2020-09-05,23:31,41,UAE,9911545,73471,+705,388,+1,63652,+494,9431,,7413,39,7488142,755497,3.0
2020-09-05,23:31,39,Belarus,9448756,72663,+178,705,+4,71843,+333,115,,7690,75,1574991,166688,4.0
2020-09-05,23:31,43,Poland,37839030,70387,+567,2113,+13,52346,+2526,15928,77,1860,56,2841344,75090,4.0
2020-09-05,23:31,44,Japan,126405316,70268,,1330,,60417,,8521,214,556,11,1560505,12345,3.0
2020-09-05,23:31,49,Morocco,36988014,70160,+1555,1329,+37,53929,+1446,14902,189,1897,36,2046496,55329,5.0
2020-09-05,23:31,47,Honduras,9932195,63798,+640,1984,+30,12347,+729,49467,31,6423,200,151844,15288,1.0
2020-09-05,23:31,46,Portugal,10191248,59943,+486,1838,+5,42793,+217,15312,41,5882,180,2092057,205280,4.0
2020-09-05,23:31,56,Ethiopia,115450052,57466,+950,897,+17,20776,+164,35793,326,498,8,1018847,8825,5.0
2020-09-05,23:31,45,Singapore,5858573,56982,+34,27,,56267,+93,688,,9726,5,2068284,353035,3.0
2020-09-05,23:31,48,Nigeria,207012350,54743,,1051,,42816,,10876,7,264,5,417398,2016,5.0
2020-09-05,23:31,50,Bahrain,1711382,54095,,196,+1,50323,,3576,32,31609,115,1152274,673300,3.0
2020-09-05,23:31,57,Venezuela,28421143,50973,,412,,41249,,9312,102,1793,14,1789371,62959,2.0
2020-09-05,23:31,61,Costa Rica,5102412,46920,+1240,478,+9,18211,+158,28231,200,9196,94,156466,30665,1.0
2020-09-05,23:31,54,Algeria,43988902,46071,+298,1549,+10,32481,+222,12041,42,1047,35,,,5.0
2020-09-05,23:31,64,Nepal,29228063,45277,+1041,280,+9,27127,+1566,17870,,1549,10,757963,25933,3.0
2020-09-05,23:31,51,Ghana,31184980,44777,,283,,43693,,801,5,1436,9,446867,14330,5.0
2020-09-05,23:31,53,Armenia,2964249,44649,+188,895,+4,39823,+566,3931,,15062,302,215810,72804,3.0
2020-09-05,23:31,52,Kyrgyzstan,6543015,44293,+94,1060,,39599,+210,3634,24,6770,162,267718,40917,3.0
2020-09-05,23:31,55,Switzerland,8665960,43957,+425,2013,,37100,+600,4844,14,5072,232,1085932,125310,4.0
2020-09-05,23:31,58,Uzbekistan,33554476,43293,+295,343,+5,40774,+382,2176,181,1290,10,1377915,41065,3.0
2020-09-05,23:31,62,Moldova,4032243,39473,+567,1063,+16,27799,+782,10611,549,9789,264,210553,52217,4.0
2020-09-05,23:31,59,Afghanistan,39079082,38324,+20,1409,,30082,+369,6833,63,981,36,104155,2665,3.0
2020-09-05,23:31,60,Azerbaijan,10155477,37192,+161,545,+2,34565,+146,2082,,3662,54,956492,94185,3.0
2020-09-05,23:31,63,Kenya,53975226,35020,+136,594,+5,21158,+99,13268,44,649,11,471384,8733,5.0
2020-09-05,23:31,65,Serbia,8730889,31849,+77,723,+2,30529,+142,597,38,3648,83,974411,111605,4.0
2020-09-05,23:31,66,Ireland,4947569,29534,+231,1777,,23364,,4393,7,5969,359,889757,179837,4.0
2020-09-05,23:31,67,Austria,9015641,29087,+358,735,,24828,+315,3524,28,3226,82,1247807,138405,4.0
2020-09-05,23:31,70,Czechia,10712589,27560,+311,431,+2,19033,+6,8096,50,2573,40,958802,89502,4.0
