Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,615,074","+39,961","279,167","+1,030","4,507,289","+16,107","2,828,618","19,259",05.09.20,23:31
3,Asia,"7,639,420","+115,200","150,487","+1,564","6,131,826","+93,251","1,357,107","18,971",05.09.20,23:31
2,South America,"6,628,705","+5,469","210,440",+299,"5,244,755","+12,621","1,173,510","15,355",05.09.20,23:31
4,Europe,"3,771,384","+28,828","209,771",+305,"2,152,448","+28,905","1,409,165","5,890",05.09.20,23:31
5,Africa,"1,296,394","+6,577","31,103",+198,"1,032,437","+6,565","232,854","1,417",05.09.20,23:31
6,Oceania,"29,213",+85,779,+12,"24,600",+163,"3,834",34,05.09.20,23:31
7,World,"26,980,911","+196,120","881,762","+3,408","19,094,006","+157,612","7,005,143","60,930",05.09.20,23:31
