scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-27,22:45,2020-09-27,,1,North America,8725381,32544,307377,628,5547395,19567,2870609,17622
2020-09-27,22:45,2020-09-27,,3,Asia,10274332,93045,189105,1277,8571949,102501,1513278,20802
2020-09-27,22:45,2020-09-27,,2,South America,7883295,4042,247902,146,6703349,11427,932044,17225
2020-09-27,22:45,2020-09-27,,4,Europe,4847543,44807,220273,326,2488904,10316,2138366,8146
2020-09-27,22:45,2020-09-27,,5,Africa,1464209,5019,35163,83,1209790,2479,219256,1539
2020-09-27,22:45,2020-09-27,,6,Oceania,31043,26,912,2,28227,6,1904,22
2020-09-27,22:45,2020-09-27,,7,World,33226524,179483,1000747,2462,24550265,146296,7675512,65360
