<<<<<<< HEAD
Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-09-30 22:00:00,,2020-09-30,1,North America,8870058,30376,310503,1164,5707772,31796,2851783,17686
2020-09-30 22:00:00,,2020-09-30,3,Asia,10624928,117820,194639,1755,8918248,107196,1512041,20728
2020-09-30 22:00:00,,2020-09-30,2,South America,8028909,10753,251771,323,6881445,2386,895693,17336
2020-09-30 22:00:00,,2020-09-30,4,Europe,5021225,65141,222441,770,2537782,19285,2261002,8625
2020-09-30 22:00:00,,2020-09-30,5,Africa,1487187,6253,35838,109,1230136,4330,221213,1610
2020-09-30 22:00:00,,2020-09-30,6,Oceania,31235,16,927,4,28523,50,1785,22
2020-09-30 22:00:00,,2020-09-30,7,World,34064263,230359,1016134,4125,25304557,165043,7743572,66011
=======
Date,Scrap_time,Update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-09-30,22:00,,1,North America,8870058,30376,310503,1164,5707772,31796,2851783,17686
2020-09-30,22:00,,3,Asia,10624928,117820,194639,1755,8918248,107196,1512041,20728
2020-09-30,22:00,,2,South America,8028909,10753,251771,323,6881445,2386,895693,17336
2020-09-30,22:00,,4,Europe,5021225,65141,222441,770,2537782,19285,2261002,8625
2020-09-30,22:00,,5,Africa,1487187,6253,35838,109,1230136,4330,221213,1610
2020-09-30,22:00,,6,Oceania,31235,16,927,4,28523,50,1785,22
2020-09-30,22:00,,7,World,34064263,230359,1016134,4125,25304557,165043,7743572,66011
>>>>>>> parent of 6e0d6acf... Delete data directory
