scrap_date,scrap_time,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-08-25,23:00,1,North America,7016056,+27196,261158,+1114,3961894,+17858,2793004,20894
2020-08-25,23:00,2,South America,5828382,+12136,191122,+388,4401625,+10249,1235635,14971
2020-08-25,23:00,3,Asia,6474168,+90311,133282,+1567,5159676,+86304,1181210,18937
2020-08-25,23:00,4,Europe,3406524,+20597,205955,+386,2003447,+8497,1197122,5562
2020-08-25,23:00,5,Africa,1204764,+4803,28153,+102,927580,+2360,249031,1258
2020-08-25,23:00,6,Oceania,27585,+162,552,+8,21568,+1,5465,53
2020-08-25,23:00,7,World,23958200,+155205,820237,+3565,16476441,+125269,6661522,61679
