,scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
0,2020-08-17,20:00,1,USA,331251064.0,5579686,13054.0,173258.0,130.0,2928179.0,5455.0,2478249.0,17237.0,16844.0,523.0,71149490.0,214790.0,1.0
1,2020-08-17,20:00,2,Brazil,212751912.0,3343925,3728.0,108054.0,175.0,2432456.0,,803415.0,8318.0,15717.0,508.0,13464336.0,63287.0,2.0
2,2020-08-17,20:00,3,India,1381715400.0,2690831,43515.0,51795.0,750.0,1965798.0,47722.0,673238.0,8944.0,1947.0,37.0,30041400.0,21742.0,3.0
3,2020-08-17,20:00,4,Russia,145942628.0,927745,4892.0,15740.0,55.0,736101.0,3133.0,175904.0,2300.0,6357.0,108.0,32700000.0,224061.0,4.0
4,2020-08-17,20:00,5,South Africa,59401996.0,587345,,11839.0,,472377.0,,103129.0,539.0,9888.0,199.0,3400638.0,57248.0,5.0
5,2020-08-17,20:00,6,Peru,33028871.0,535946,,26281.0,,365367.0,,144298.0,1533.0,16227.0,796.0,2773412.0,83969.0,2.0
6,2020-08-17,20:00,7,Mexico,129103148.0,522162,4448.0,56757.0,214.0,355101.0,3729.0,110304.0,3489.0,4045.0,440.0,1176931.0,9116.0,1.0
7,2020-08-17,20:00,8,Colombia,50951072.0,468332,,15097.0,,287436.0,,165799.0,1493.0,9192.0,296.0,2225388.0,43677.0,2.0
8,2020-08-17,20:00,10,Chile,19136992.0,387502,1556.0,10513.0,61.0,360385.0,1557.0,16604.0,1177.0,20249.0,549.0,2044880.0,106855.0,2.0
9,2020-08-17,20:00,9,Spain,46757141.0,358843,,28617.0,,,,,617.0,7675.0,612.0,7472031.0,159805.0,4.0
10,2020-08-17,20:00,11,Iran,84126996.0,345450,2247.0,19804.0,165.0,299157.0,1671.0,26489.0,3773.0,4106.0,235.0,2887938.0,34328.0,3.0
11,2020-08-17,20:00,13,UK,67931752.0,319197,713.0,41369.0,3.0,,,,73.0,4699.0,609.0,14674841.0,216023.0,4.0
12,2020-08-17,20:00,14,Saudi Arabia,34880742.0,299914,1372.0,3436.0,28.0,268385.0,1432.0,28093.0,1758.0,8598.0,99.0,4317705.0,123785.0,3.0
13,2020-08-17,20:00,12,Argentina,45248204.0,294569,,5750.0,47.0,217850.0,6148.0,70969.0,1708.0,6510.0,127.0,966926.0,21369.0,2.0
14,2020-08-17,20:00,16,Pakistan,221413234.0,289215,498.0,6175.0,7.0,269087.0,2786.0,13953.0,771.0,1306.0,28.0,2299601.0,10386.0,3.0
15,2020-08-17,20:00,15,Bangladesh,164896196.0,279144,2595.0,3694.0,37.0,160591.0,1641.0,114859.0,,1693.0,22.0,1364189.0,8273.0,3.0
16,2020-08-17,20:00,17,Italy,60450148.0,254235,320.0,35400.0,4.0,203968.0,182.0,14867.0,58.0,4206.0,586.0,7588083.0,125526.0,4.0
17,2020-08-17,20:00,18,Turkey,84453113.0,249309,,5974.0,,230969.0,,12366.0,679.0,2952.0,71.0,5725242.0,67792.0,3.0
