Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"8,053,580","+17,945","291,105",+716,"4,942,573","+18,528","2,819,902","17,809",15.09.20,21:00
3,Asia,"8,833,736","+116,795","167,992","+1,853","7,164,125","+103,279","1,501,619","19,537",15.09.20,21:00
2,South America,"7,170,851","+10,152","229,631",+341,"5,904,643","+13,061","1,036,577","15,316",15.09.20,21:00
4,Europe,"4,159,778","+33,523","213,483",+569,"2,267,463","+12,330","1,678,832","6,639",15.09.20,21:00
5,Africa,"1,369,978","+3,840","32,921",+72,"1,114,447","+3,476","222,610","1,427",15.09.20,21:00
6,Oceania,"30,208",+50,850,,"26,300",+90,"3,058",24,15.09.20,21:00
7,World,"29,618,852","+182,305","935,997","+3,551","21,420,202","+150,764","7,262,653","60,756",15.09.20,21:00
