Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-11-01 23:00:00,20:59,2020-11-01,1,North America,11295923,85484.0,353299,1015.0,7455615,39698.0,3487009,20918
2020-11-01 23:00:00,20:59,2020-11-01,3,Asia,13765927,88604.0,244366,1456.0,12255862,107742.0,1265699,21965
2020-11-01 23:00:00,20:59,2020-11-01,2,South America,9679265,38164.0,294901,760.0,8633221,35067.0,751143,18157
2020-11-01 23:00:00,20:59,2020-11-01,4,Europe,10166972,227020.0,267382,1927.0,3825507,53151.0,6074083,21766
2020-11-01 23:00:00,20:59,2020-11-01,5,Africa,1804717,9836.0,43217,306.0,1471050,9019.0,290450,2315
2020-11-01 23:00:00,20:59,2020-11-01,6,Oceania,37478,7.0,970,0.0,32674,12.0,3834,25
2020-11-01 23:00:00,20:59,2020-11-01,7,World,46751003,449115.0,1204150,5464.0,33674588,244689.0,11872265,85150
