Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,320,778","+13,175","270,678",+503,"4,203,671","+4,085","2,846,429","20,079",31.08.20,18:58
2,South America,"6,246,073","+2,366","201,250",+114,"4,842,836","+10,231","1,201,987","15,210",31.08.20,18:58
3,Asia,"7,039,215","+46,795","141,826",+659,"5,640,144","+40,593","1,257,245","18,828",31.08.20,18:58
4,Europe,"3,568,977","+13,359","207,589",+210,"2,071,034","+5,292","1,290,354","5,679",31.08.20,18:58
5,Africa,"1,251,274",+899,"29,646",+10,"980,380",+384,"241,248","1,270",31.08.20,18:58
6,Oceania,"28,476",+85,681,+41,"23,415",+249,"4,380",41,31.08.20,18:58
7,World,"25,455,514","+76,679","851,685","+1,537","17,762,131","+60,834","6,841,698","61,111",31.08.20,18:58
