Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,516,422","+6,668","277,006",+546,"4,386,808","+5,789","2,852,608","19,116",04.09.20,07:01
2,South America,"6,547,061",+853,"208,468",+85,"5,171,622","+1,810","1,166,971","15,305",04.09.20,07:01
3,Asia,"7,410,094",+814,"147,343",+9,"5,947,859","+1,227","1,314,892","18,920",04.09.20,07:01
4,Europe,"3,683,594",+633,"208,958",+1,"2,113,017",+23,"1,361,619","5,922",04.09.20,07:01
5,Africa,"1,281,149",,"30,667",,"1,017,753",,"232,729","1,445",04.09.20,07:01
6,Oceania,"29,050",+94,766,+59,"24,158",+10,"4,126",38,04.09.20,07:01
7,World,"26,468,091","+9,062","873,223",+700,"18,661,868","+8,859","6,933,000","60,750",04.09.20,07:01
