Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,392,546","+33,066","272,175","+1,044","4,256,035","+18,902","2,864,336","20,009",01.09.20,23:00
2,South America,"6,328,936","+11,181","202,909",+391,"4,937,355","+11,110","1,188,672","15,214",01.09.20,23:00
3,Asia,"7,187,049","+100,910","144,061","+1,579","5,765,264","+80,841","1,277,724","18,797",01.09.20,23:00
4,Europe,"3,610,551","+28,442","208,152",+417,"2,084,522","+11,150","1,317,877","5,819",01.09.20,23:00
5,Africa,"1,261,643","+4,327","29,950",+88,"990,355","+2,957","241,338","1,262",01.09.20,23:00
6,Oceania,"28,654",+87,686,+5,"23,584",+166,"4,384",39,01.09.20,23:00
7,World,"25,810,100","+178,013","857,948","+3,524","18,057,766","+125,126","6,894,386","61,144",01.09.20,23:00
