Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"6,946,110","+6,579","259,472",+259,"3,887,433","+3,909","2,799,205","21,104",24.08.20,17:10
2,South America,"5,765,689",+722,"189,221",+161,"4,301,362","+6,898","1,275,106","14,910",24.08.20,17:10
3,Asia,"6,336,744","+38,481","130,818",+577,"5,018,266","+38,012","1,187,660","18,994",24.08.20,17:10
4,Europe,"3,367,088","+11,697","205,489",+188,"1,992,950","+6,810","1,168,649","5,430",24.08.20,17:10
5,Africa,"1,193,588","+1,174","27,856",+25,"910,515",+791,"255,217","1,212",24.08.20,17:10
6,Oceania,"27,349",+113,544,+15,"21,567",+371,"5,238",50,24.08.20,17:10
7,World,"23,637,289","+58,766","813,415","+1,225","16,132,744","+56,791","6,691,130","61,704",24.08.20,17:10
