Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,133,435","+41,009","265,227","+1,442","4,077,577","+21,262","2,790,631","20,736",27.08.20,23:00
2,South America,"5,986,465","+12,566","195,309",+552,"4,590,130","+8,985","1,201,026","14,999",27.08.20,23:00
3,Asia,"6,680,411","+101,579","136,532","+1,634","5,323,647","+81,478","1,220,232","18,867",27.08.20,23:00
4,Europe,"3,480,260","+27,926","206,587",+362,"2,031,475","+11,321","1,242,198","5,556",27.08.20,23:00
5,Africa,"1,223,624","+7,060","28,865",+209,"954,615","+9,140","240,144","1,282",27.08.20,23:00
6,Oceania,"27,914",+130,600,+24,"22,400",+281,"4,914",48,27.08.20,23:00
7,World,"24,532,830","+190,270","833,135","+4,223","17,000,495","+132,467","6,699,200","61,492",27.08.20,23:00
