scrap_date,scrap_time,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-08-27,23:00,1,North America,7133435,+41009,265227,+1442,4077577,+21262,2790631,20736
2020-08-27,23:00,2,South America,5986465,+12566,195309,+552,4590130,+8985,1201026,14999
2020-08-27,23:00,3,Asia,6680411,+101579,136532,+1634,5323647,+81478,1220232,18867
2020-08-27,23:00,4,Europe,3480260,+27926,206587,+362,2031475,+11321,1242198,5556
2020-08-27,23:00,5,Africa,1223624,+7060,28865,+209,954615,+9140,240144,1282
2020-08-27,23:00,6,Oceania,27914,+130,600,+24,22400,+281,4914,48
2020-08-27,23:00,7,World,24532830,+190270,833135,+4223,17000495,+132467,6699200,61492
