scrap_date,scrap_time,update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-10-12,23:10,,1,North America,9624481,41233,327024,472.0,6338660,42517,2958797,18063
2020-10-12,23:10,,3,Asia,11919381,89162,214647,1415.0,10255507,109223,1449227,20945
2020-10-12,23:10,,2,South America,8673698,3150,271570,153.0,7534749,1470,867379,17572
2020-10-12,23:10,,4,Europe,6143836,91928,231792,723.0,3041893,15974,2870151,10624
2020-10-12,23:10,,5,Africa,1592667,5381,38346,178.0,1316356,5021,237965,1688
2020-10-12,23:10,,6,Oceania,32536,31,942,,29410,5,2184,9
2020-10-12,23:10,,7,World,37987320,230885,1084336,2941.0,28517234,174210,8385750,68905
