Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,190,233","+40,958","266,969","+1,284","4,114,247","+15,592","2,809,017","20,545",28.08.20,23:01
2,South America,"6,062,205","+12,319","197,111",+499,"4,658,090","+9,548","1,207,004","15,083",28.08.20,23:01
3,Asia,"6,783,852","+101,957","138,128","+1,576","5,411,575","+86,387","1,234,149","18,911",28.08.20,23:01
4,Europe,"3,510,739","+29,719","206,919",+327,"2,043,814","+10,734","1,260,006","5,641",28.08.20,23:01
5,Africa,"1,230,136","+4,887","28,988",+78,"960,621","+2,767","240,527","1,288",28.08.20,23:01
6,Oceania,"28,081",+167,612,+12,"22,674",+274,"4,795",49,28.08.20,23:01
7,World,"24,805,967","+190,007","838,742","+3,776","17,211,672","+125,302","6,755,553","61,521",28.08.20,23:01
