scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-11,22:00,2020-09-11,,1,North America,7862246,28512,286748,1070,4753841,11867,2821657,18440
2020-09-11,22:00,2020-09-11,,3,Asia,8354612,126316,160755,1688,6736865,101638,1456992,19312
2020-09-11,22:00,2020-09-11,,2,South America,6949277,14444,224465,493,5659694,14036,1065118,15152
2020-09-11,22:00,2020-09-11,,4,Europe,4011965,39875,211960,399,2224125,13327,1575880,6406
2020-09-11,22:00,2020-09-11,,5,Africa,1339630,3223,32231,53,1074467,1689,232932,1485
2020-09-11,22:00,2020-09-11,,6,Oceania,29780,53,828,9,25729,188,3223,26
2020-09-11,22:00,2020-09-11,,7,World,28548231,212423,917002,3712,20475372,142745,7155857,60825
