scrap_date,scrap_time,update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-08-17,20:00,,1,North America,6579716,18937,247676,369,3592208,10439,2739832,24086
2020-08-17,20:00,,2,South America,5289715,6725,176416,351,3827422,8748,1285877,14805
2020-08-17,20:00,,3,Asia,5723906,64227,121347,1201,4453388,65689,1149171,18845
2020-08-17,20:00,,4,Europe,3179431,13417,203324,204,1916149,5595,1059958,5218
2020-08-17,20:00,,5,Africa,1126638,3496,25738,60,840165,1713,260735,1206
2020-08-17,20:00,,6,Oceania,25740,290,447,25,16286,459,9007,57
2020-08-17,20:00,,7,World,21925867,107092,774963,2210,14646269,92643,6504635,64221
