Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,488,800","+34,135","275,938","+1,282","4,360,406","+16,775","2,852,456","19,315",03.09.20,23:01
2,South America,"6,478,681","+9,448","207,066",+404,"5,112,307","+10,824","1,159,308","15,257",03.09.20,23:01
3,Asia,"7,407,501","+110,004","147,322","+1,670","5,943,174","+87,437","1,317,005","18,909",03.09.20,23:01
4,Europe,"3,682,119","+35,520","208,946",+372,"2,111,259","+12,043","1,361,914","5,930",03.09.20,23:01
5,Africa,"1,280,202","+6,942","30,621",+250,"1,015,420","+4,309","234,161","1,282",03.09.20,23:01
6,Oceania,"28,953",+128,707,+15,"24,148",+238,"4,098",38,03.09.20,23:01
7,World,"26,366,977","+196,177","870,615","+3,993","18,567,365","+131,626","6,928,997","60,735",03.09.20,23:01
