,scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
160,2020-08-18,20:00,163,San Marino,33940.0,702,3.0,42.0,,657.0,,3.0,,20684.0,1237.0,6399.0,188539.0,4.0
161,2020-08-18,20:00,165,Channel Islands,174070.0,609,,47.0,,545.0,,17.0,,3499.0,270.0,68985.0,396306.0,4.0
162,2020-08-18,20:00,158,Trinidad and Tobago,1400086.0,600,12.0,12.0,,140.0,,448.0,3.0,429.0,9.0,16051.0,11464.0,1.0
163,2020-08-18,20:00,161,Guadeloupe,400133.0,510,,14.0,,289.0,,207.0,2.0,1275.0,35.0,22696.0,56721.0,1.0
164,2020-08-18,20:00,166,Tanzania,59937723.0,509,,21.0,,183.0,,305.0,7.0,8.0,0.4,,,5.0
165,2020-08-18,20:00,167,Taiwan,23822490.0,486,1.0,7.0,,450.0,,29.0,,20.0,0.3,84446.0,3545.0,3.0
166,2020-08-18,20:00,164,Belize,398529.0,475,23.0,4.0,1.0,38.0,3.0,433.0,3.0,1192.0,10.0,5281.0,13251.0,1.0
167,2020-08-18,20:00,169,Burundi,11932905.0,413,,1.0,,336.0,,76.0,,35.0,0.08,19993.0,1675.0,5.0
168,2020-08-18,20:00,170,Comoros,871884.0,405,,7.0,,379.0,,19.0,,465.0,8.0,,,5.0
169,2020-08-18,20:00,171,Faeroe Islands,48887.0,377,4.0,,,235.0,6.0,142.0,,7712.0,,72346.0,1479862.0,4.0
170,2020-08-18,20:00,168,Myanmar,54457334.0,376,,6.0,,331.0,,39.0,,7.0,0.1,136153.0,2500.0,3.0
171,2020-08-18,20:00,175,Mauritius,1272048.0,346,,10.0,,334.0,,2.0,,272.0,8.0,205285.0,161381.0,5.0
172,2020-08-18,20:00,176,Isle of Man,85092.0,336,,24.0,,312.0,,0.0,,3949.0,282.0,9301.0,109305.0,4.0
173,2020-08-18,20:00,177,Martinique,375226.0,336,,16.0,,98.0,,222.0,2.0,895.0,43.0,12227.0,32586.0,1.0
174,2020-08-18,20:00,174,Papua New Guinea,8968110.0,333,,3.0,,110.0,,220.0,,37.0,0.3,13361.0,1490.0,6.0
175,2020-08-18,20:00,173,Sint Maarten,42938.0,326,9.0,17.0,,107.0,,202.0,3.0,7592.0,396.0,1917.0,44646.0,1.0
176,2020-08-18,20:00,172,Turks and Caicos,38784.0,298,,2.0,,55.0,,241.0,3.0,7684.0,52.0,1841.0,47468.0,1.0
177,2020-08-18,20:00,180,Mongolia,3284932.0,298,,,,278.0,2.0,20.0,1.0,91.0,,44980.0,13693.0,3.0
178,2020-08-18,20:00,178,Eritrea,3552650.0,285,,,,248.0,,37.0,,80.0,,,,5.0
179,2020-08-18,20:00,181,Cambodia,16748331.0,273,,,,238.0,,35.0,1.0,16.0,,81637.0,4874.0,3.0
180,2020-08-18,20:00,182,Gibraltar,33690.0,222,5.0,,,195.0,1.0,27.0,,6589.0,,27865.0,827100.0,4.0
181,2020-08-18,20:00,179,French Polynesia,281120.0,211,,,,68.0,,143.0,1.0,751.0,,6525.0,23211.0,6.0
182,2020-08-18,20:00,183,Cayman Islands,65821.0,203,,1.0,,202.0,,0.0,,3084.0,15.0,33148.0,503608.0,1.0
183,2020-08-18,20:00,185,Bermuda,62247.0,166,4.0,9.0,,147.0,,10.0,,2667.0,145.0,33659.0,540733.0,1.0
184,2020-08-18,20:00,186,Barbados,287422.0,152,,7.0,,122.0,,23.0,,529.0,24.0,14542.0,50595.0,1.0
185,2020-08-18,20:00,188,Monaco,39278.0,148,,4.0,,114.0,,30.0,4.0,3768.0,102.0,38209.0,972784.0,4.0
186,2020-08-18,20:00,187,Bhutan,772698.0,146,5.0,,,103.0,,43.0,,189.0,,56664.0,73333.0,3.0
187,2020-08-18,20:00,189,Brunei,438019.0,142,,3.0,,139.0,,0.0,,324.0,7.0,47844.0,109228.0,3.0
188,2020-08-18,20:00,190,Seychelles,98426.0,127,,,,126.0,,1.0,,1290.0,,,,5.0
189,2020-08-18,20:00,184,Saint Martin,38749.0,121,,5.0,,49.0,,67.0,1.0,3123.0,129.0,2449.0,63202.0,1.0
190,2020-08-18,20:00,191,Liechtenstein,38142.0,97,3.0,1.0,,88.0,1.0,8.0,,2543.0,26.0,900.0,23596.0,4.0
191,2020-08-18,20:00,192,Antigua and Barbuda,98034.0,93,,3.0,,88.0,,2.0,1.0,949.0,31.0,1602.0,16341.0,1.0
192,2020-08-18,20:00,193,St. Vincent Grenadines,110986.0,58,,,,55.0,,3.0,,523.0,,2880.0,25949.0,1.0
193,2020-08-18,20:00,194,Macao,650459.0,46,,,,46.0,,0.0,,71.0,,4071.0,6259.0,3.0
194,2020-08-18,20:00,195,Curaçao,164181.0,36,,1.0,,31.0,,4.0,,219.0,6.0,1080.0,6578.0,1.0
195,2020-08-18,20:00,196,Fiji,897290.0,28,,1.0,,20.0,,7.0,,31.0,1.0,6693.0,7459.0,6.0
