scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-10-07,23:01,2020-10-07,,1,North America,9300714,41228,321613,1119,6075796,35233,2903305,17876
2020-10-07,23:01,2020-10-07,,3,Asia,11406312,116647,206558,1712,9698773,109564,1500981,20751
2020-10-07,23:01,2020-10-07,,2,South America,8405589,9106,264412,235,7285838,2202,855339,17974
2020-10-07,23:01,2020-10-07,,4,Europe,5612400,89037,227627,891,2945343,23540,2439430,9766
2020-10-07,23:01,2020-10-07,,5,Africa,1542688,8194,36998,113,1280012,4926,225678,1569
2020-10-07,23:01,2020-10-07,,6,Oceania,31872,11,940,2,29087,29,1845,15
2020-10-07,23:01,2020-10-07,,7,World,36300296,264223,1058163,4072,27315500,175494,7926633,67955
