Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"8,008,233","+23,492","290,048",+457,"4,895,784","+32,704","2,822,401","17,846",14.09.20,22:04
3,Asia,"8,714,495","+111,232","166,152","+1,902","7,060,003","+103,297","1,488,340","19,432",14.09.20,22:04
2,South America,"7,124,841","+7,453","228,328",+263,"5,836,845","+12,353","1,059,668","15,286",14.09.20,22:04
4,Europe,"4,123,985","+30,199","212,898",+287,"2,252,876","+7,307","1,658,211","6,535",14.09.20,22:04
5,Africa,"1,362,863","+3,294","32,741",+63,"1,106,724","+2,677","223,398","1,503",14.09.20,22:04
6,Oceania,"30,012",+43,850,+6,"26,180",+118,"2,982",26,14.09.20,22:04
7,World,"29,365,150","+175,713","931,032","+2,978","21,179,063","+158,456","7,255,055","60,632",14.09.20,22:04
