scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-08,22:10,2020-09-08,,1,North America,7717827,17210,281531,482,4617403,22679,2818893,18454
2020-09-08,22:10,2020-09-08,,3,Asia,7968893,111251,155348,1588,6441579,92396,1371966,19232
2020-09-08,22:10,2020-09-08,,2,South America,6753662,4619,219296,209,5405970,12876,1128396,15038
2020-09-08,22:10,2020-09-08,,4,Europe,3866970,35643,210728,451,2180684,12571,1475558,6137
2020-09-08,22:10,2020-09-08,,5,Africa,1317082,4899,31659,84,1052459,2930,232964,1464
2020-09-08,22:10,2020-09-08,,6,Oceania,29489,64,801,8,25168,124,3520,38
2020-09-08,22:10,2020-09-08,,7,World,27654644,173686,899378,2822,19723914,143576,7031352,60367
