scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-06,18:30,1,USA,331356930,6434850,+3698,192887,69.0,3707191,+191,2534772,14938,19420,582,86803211,261963,1.0
2020-09-06,18:30,3,India,1382456206,4160493,+49654,71120,441.0,3219750,+42077,869623,8944,3009,51,48831145,35322,3.0
2020-09-06,18:30,2,Brazil,212834352,4123000,,126230,,3296702,,700068,8318,19372,593,14408116,67696,2.0
2020-09-06,18:30,4,Russia,145946035,1025505,+5195,17820,61.0,840949,+2823,166736,2300,7027,122,38400000,263111,4.0
2020-09-06,18:30,6,Peru,33053976,683702,,29687,,506422,,147593,1492,20684,898,3353435,101453,2.0
2020-09-06,18:30,8,Colombia,50980690,658456,,21156,,507770,,129530,863,12916,415,2906270,57007,2.0
2020-09-06,18:30,5,South Africa,59442854,636884,,14779,,561204,,60901,539,10714,249,3783823,63655,5.0
2020-09-06,18:30,7,Mexico,129177125,629409,+6319,67326,475.0,438754,+4087,123329,2999,4872,521,1425207,11033,1.0
2020-09-06,18:30,9,Spain,46758128,517133,,29418,,,,,976,11060,629,9210337,196978,4.0
2020-09-06,18:30,12,Argentina,45270845,471806,,9807,68.0,349132,+8751,112867,2456,10422,217,1396887,30856,2.0
2020-09-06,18:30,10,Chile,19145948,420434,,11551,,392967,,15916,908,21959,603,2575313,134510,2.0
2020-09-06,18:30,11,Iran,84185741,386658,+1992,22293,139.0,333900,+1769,30465,3722,4593,265,3380264,40152,3.0
2020-09-06,18:30,13,UK,67951199,347152,+2988,41551,2.0,,,,69,5109,611,17619897,259302,4.0
2020-09-06,18:30,15,Bangladesh,164985787,325157,+1592,4479,32.0,221275,+3423,99403,,1971,27,1629312,9875,3.0
2020-09-06,18:30,14,Saudi Arabia,34910389,320688,+756,4081,32.0,296737,+895,19870,1457,9186,117,5406136,154858,3.0
2020-09-06,18:30,19,France,65300110,317706,,30724,,87447,,199535,473,4865,471,8500000,130168,4.0
2020-09-06,18:30,16,Pakistan,221648000,298509,+484,6342,2.0,285898,+3345,6269,532,1347,29,2757709,12442,3.0
2020-09-06,18:30,18,Turkey,84502677,278228,,6620,,250092,,21516,1091,3293,78,7682697,90917,3.0
