Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2021-03-23 12:00:11,00:00:00,2021-03-22,7,World,124289198,437912.0,2735156,7638.0,100275209,487874.0,21278833,90822
2021-03-23 12:00:11,00:00:00,2021-03-22,4,Europe,37732018,157672.0,881256,3302.0,26762872,186596.0,10087890,29010
2021-03-23 12:00:11,00:00:00,2021-03-22,1,North America,35163499,65129.0,804594,930.0,26661877,107396.0,7697028,15117
2021-03-23 12:00:11,00:00:00,2021-03-22,3,Asia,27088569,121885.0,417469,1002.0,25179158,96690.0,1491942,24355
2021-03-23 12:00:11,00:00:00,2021-03-22,2,South America,20102227,83484.0,520302,2142.0,17929413,87918.0,1652512,19700
2021-03-23 12:00:11,00:00:00,2021-03-22,5,Africa,4148021,9429.0,110405,262.0,3706720,9265.0,330896,2630
2021-03-23 12:00:11,00:00:00,2021-03-22,6,Oceania,54143,313.0,1115,0.0,34463,9.0,18565,10
