scrap_date,scrap_time,update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-09-21,21:01,,1,North America,8368245,19935,298925,395,5227257,26596,2842063,17483
2020-09-21,21:01,,3,Asia,9534132,66000,178215,1042,7835820,71640,1520097,19720
2020-09-21,21:01,,2,South America,7536151,4233,238115,150,6292539,1982,1005497,15544
2020-09-21,21:01,,4,Europe,4482164,36278,216659,361,2391089,8015,1874416,7230
2020-09-21,21:01,,5,Africa,1418837,5273,34068,70,1163648,4843,221121,1470
2020-09-21,21:01,,6,Oceania,30573,14,887,2,27103,10,2583,16
2020-09-21,21:01,,7,World,31370823,131733,966884,2020,22938107,113086,7465832,61467
