Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-12-19 23:59,22:11,2020-12-19,1,North America,20734935,263676,472318,3693,12529181,138201,7733436,33541
2020-12-19 23:59,22:11,2020-12-19,3,Asia,19691206,96883,320906,1427,17936486,107673,1433814,27021
2020-12-19 23:59,22:11,2020-12-19,2,South America,12403924,80859,347681,1336,10907867,49464,1148376,16819
2020-12-19 23:59,22:11,2020-12-19,4,Europe,21143382,235585,488974,5704,10100953,162957,10553455,26398
2020-12-19 23:59,22:11,2020-12-19,5,Africa,2504039,24259,58849,546,2103140,11844,342050,2709
2020-12-19 23:59,22:11,2020-12-19,6,Oceania,47291,98,1046,2,33268,1,12977,21
2020-12-19 23:59,22:11,2020-12-19,7,World,76525498,701360,1689789,12708,53611601,470140,21224108,106509
