Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,444,883","+35,043","274,225","+1,562","4,322,564","+37,095","2,848,094","19,402",02.09.20,23:01
2,South America,"6,400,791","+12,178","205,053",+458,"5,030,288","+10,939","1,165,450","15,224",02.09.20,23:01
3,Asia,"7,296,376","+107,887","145,640","+1,553","5,854,882","+86,772","1,295,854","18,842",02.09.20,23:01
4,Europe,"3,645,546","+34,231","208,555",+381,"2,097,475","+10,717","1,339,516","5,858",02.09.20,23:01
5,Africa,"1,270,944","+6,527","30,303",+199,"1,008,204","+5,650","232,437","1,278",02.09.20,23:01
6,Oceania,"28,765",+109,692,+6,"23,779",+195,"4,294",35,02.09.20,23:01
7,World,"26,088,026","+195,975","864,483","+4,159","18,337,843","+151,368","6,885,700","60,643",02.09.20,23:01
