scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-02,23:01,1,USA,331335757,6284053,+26482,189575,+675,3527920,+31007,2566558,15090,18966,572,83889426,253186,1.0
2020-09-02,23:01,2,Brazil,212817864,3961502,+8712,122941,+260,3159096,,679465,8318,18615,578,14352484,67440,2.0
2020-09-02,23:01,3,India,1382308045,3848968,+82860,67486,+1026,2967396,+67875,814086,8944,2784,49,44337201,32075,3.0
2020-09-02,23:01,4,Russia,145945354,1005000,+4952,17414,+115,821169,+5464,166417,2300,6886,119,37100000,254205,4.0
2020-09-02,23:01,6,Peru,33048955,657129,,29068,,471599,,156462,1493,19884,880,3233034,97826,2.0
2020-09-02,23:01,5,South Africa,59434682,630595,+2336,14389,+126,553456,+3463,62750,539,10610,242,3726721,62703,5.0
2020-09-02,23:01,8,Colombia,50974767,624069,,20052,,469557,,134460,1493,12243,393,2777107,54480,2.0
2020-09-02,23:01,7,Mexico,129162329,606036,+6476,65241,+827,421373,+4635,119422,3275,4692,505,1360123,10530,1.0
2020-09-02,23:01,9,Spain,46757930,479554,+8581,29194,+42,,,,874,10256,624,9210337,196979,4.0
2020-09-02,23:01,12,Argentina,45266317,428239,,8971,+52,315530,+7154,103738,2314,9460,198,1300866,28738,2.0
2020-09-02,23:01,10,Chile,19144157,414739,+1594,11344,+23,387683,+1893,15712,947,21664,593,2481508,129622,2.0
2020-09-02,23:01,11,Iran,84173992,378752,+1858,21797,+125,326801,+1677,30154,3693,4500,259,3281961,38990,3.0
2020-09-02,23:01,13,UK,67947310,338676,+1508,41514,+10,,,,60,4984,611,16273209,239497,4.0
2020-09-02,23:01,15,Bangladesh,164967869,317528,+2582,4351,+35,211016,+2839,102161,,1925,26,1577616,9563,3.0
2020-09-02,23:01,14,Saudi Arabia,34904460,317486,+816,3956,+27,292510,+996,21020,1523,9096,113,5026127,143997,3.0
2020-09-02,23:01,16,Pakistan,221601047,296590,+441,6318,+20,281459,+489,8813,584,1338,29,2662508,12015,3.0
2020-09-02,23:01,19,France,65298537,293024,+7017,30686,+25,86963,+251,175375,446,4487,470,7500000,114857,4.0
2020-09-02,23:01,18,Turkey,84492764,273301,+1596,6462,+45,246876,+947,19963,1017,3235,76,7355862,87059,3.0
2020-09-02,23:01,17,Italy,60446277,271515,+1326,35497,+6,208201,+257,27817,109,4492,587,8828868,146061,4.0
2020-09-02,23:01,20,Germany,83830242,247152,+1151,9389,+8,221800,,15963,245,2948,112,11208091,133700,4.0
2020-09-02,23:01,21,Iraq,40370299,242284,+3946,7201,+78,184205,+3732,50878,527,6002,178,1647454,40809,3.0
2020-09-02,23:01,22,Philippines,109826339,226440,+2218,3623,+27,158610,+609,64207,837,2062,33,2666941,24283,3.0
2020-09-02,23:01,23,Indonesia,274013706,180646,+3075,7616,+111,129971,+1914,43059,,659,28,2301628,8400,3.0
2020-09-02,23:01,24,Canada,37798504,129691,+266,9134,+2,114818,+211,5739,52,3431,242,5545549,146713,1.0
2020-09-02,23:01,28,Ukraine,43687291,125789,+2495,2656,+51,58817,+1015,64316,177,2879,61,1597707,36571,4.0
2020-09-02,23:01,30,Israel,9197590,121464,+2926,969,+12,97234,+1020,23261,423,13206,105,2354222,255961,3.0
2020-09-02,23:01,25,Qatar,2807805,119206,+212,199,+1,116111,+216,2896,60,42455,71,639742,227844,3.0
2020-09-02,23:01,26,Bolivia,11699772,117267,+669,5101,+74,62124,+1716,50042,71,10023,436,243331,20798,2.0
2020-09-02,23:01,27,Ecuador,17687867,115457,+1148,6619,+48,101867,+144,6971,363,6527,374,334945,18936,2.0
2020-09-02,23:01,29,Kazakhstan,18814618,105944,+72,1588,,97371,+472,6985,221,5631,84,2434444,129391,3.0
2020-09-02,23:01,31,Egypt,102653844,99115,,5440,,73828,,19847,41,966,53,135000,1315,5.0
2020-09-02,23:01,32,Dominican Republic,10866370,95627,+648,1765,+27,69519,+783,24343,217,8800,162,376121,34613,1.0
2020-09-02,23:01,34,Panama,4326110,93552,,2018,,66974,,24560,168,21625,466,343407,79380,1.0
2020-09-02,23:01,38,Romania,19214957,89891,+1298,3721,+40,38701,+247,47469,519,4678,194,1852088,96388,4.0
2020-09-02,23:01,37,Kuwait,4281147,86478,+667,535,+1,78209,+552,7734,92,20200,125,626041,146232,3.0
2020-09-02,23:01,35,Oman,5127702,85928,,689,,81024,,4215,154,16758,134,309212,60302,3.0
2020-09-02,23:01,36,Belgium,11598314,85487,+251,9897,+2,18457,+35,57133,68,7371,853,2289784,197424,4.0
2020-09-02,23:01,33,Sweden,10110062,84532,,5820,+5,,,,14,8361,576,1094856,108294,4.0
2020-09-02,23:01,40,Guatemala,17970475,74893,,2778,,62935,,9180,5,4168,155,246026,13691,1.0
2020-09-02,23:01,39,Belarus,9448781,72141,+179,691,+5,70900,+294,550,,7635,73,1543966,163404,4.0
2020-09-02,23:01,42,Netherlands,17141441,71863,+734,6235,+5,,,,32,4192,364,1455274,84898,4.0
2020-09-02,23:01,41,UAE,9910566,71540,+735,387,+3,62029,+538,9124,,7219,39,7257053,732254,3.0
2020-09-02,23:01,43,Poland,37839368,68517,+595,2078,+20,47865,+835,18574,83,1811,55,2777601,73405,4.0
2020-09-02,23:01,44,Japan,126408476,68392,,1296,,57823,,9273,234,541,10,1490975,11795,3.0
2020-09-02,23:01,49,Morocco,36984429,65453,+1672,1216,+32,50357,+1435,13880,31,1770,33,1978840,53505,5.0
2020-09-02,23:01,47,Honduras,9930903,61769,+755,1888,+15,10430,+34,49451,40,6220,190,145519,14653,1.0
2020-09-02,23:01,46,Portugal,10191490,58633,+390,1827,+3,42233,+129,14573,41,5753,179,2058544,201987,4.0
2020-09-02,23:01,45,Singapore,5858196,56901,+49,27,,55891,+142,983,,9713,5,2068284,353058,3.0
2020-09-02,23:01,56,Ethiopia,115426640,54409,+1105,846,+18,19903,+416,33660,344,471,7,949813,8229,5.0
2020-09-02,23:01,48,Nigeria,206970345,54247,,1023,,42010,,11214,7,262,5,405916,1961,5.0
2020-09-02,23:01,50,Bahrain,1710894,52440,,190,,49395,,2855,37,30651,111,1118837,653949,3.0
2020-09-02,23:01,57,Venezuela,28421801,47756,,391,,39027,,8338,99,1680,14,1775594,62473,2.0
2020-09-02,23:01,54,Algeria,43982403,44833,,1518,,31493,,11822,29,1019,35,,,5.0
2020-09-02,23:01,51,Ghana,31179653,44460,,276,,43121,,1063,6,1426,9,444081,14243,5.0
2020-09-02,23:01,53,Armenia,2964203,44075,+197,884,+3,38631,+275,4560,,14869,298,209389,70639,3.0
2020-09-02,23:01,52,Kyrgyzstan,6542132,44036,+78,1059,,38895,+246,4082,24,6731,162,267718,40922,3.0
2020-09-02,23:01,55,Switzerland,8665442,42763,+370,2011,,36300,,4452,13,4935,232,1039741,119987,4.0
2020-09-02,23:01,58,Uzbekistan,33550499,42437,+310,327,+4,39664,+126,2446,147,1265,10,1377915,41070,3.0
2020-09-02,23:01,61,Costa Rica,5102031,42184,,443,,16270,,25471,149,8268,87,150106,29421,1.0
2020-09-02,23:01,64,Nepal,29223762,41649,+1120,251,+12,23290,+1112,18108,,1425,9,718439,24584,3.0
2020-09-02,23:01,59,Afghanistan,39071878,38243,+47,1409,+3,29315,+84,7519,48,979,36,103199,2641,3.0
2020-09-02,23:01,62,Moldova,4032320,37740,+532,1024,+16,26189,+317,10527,575,9359,254,207925,51565,4.0
2020-09-02,23:01,60,Azerbaijan,10154729,36732,+154,538,+2,34116,+139,2078,,3617,53,935396,92114,3.0
2020-09-02,23:01,63,Kenya,53965495,34493,+178,581,+4,20211,,13701,44,639,11,456088,8451,5.0
2020-09-02,23:01,65,Serbia,8731176,31581,+99,716,+1,30188,+135,677,39,3617,82,947298,108496,4.0
2020-09-02,23:01,66,Ireland,4947117,29114,+89,1777,,23364,,3973,6,5885,359,852007,172223,4.0
2020-09-02,23:01,67,Austria,9015221,27969,+327,734,,23820,+255,3415,30,3102,81,1210568,134280,4.0
2020-09-02,23:01,68,Australia,25549875,25923,+104,663,+6,21690,+187,3570,23,1015,26,6319795,247351,
2020-09-02,23:01,69,El Salvador,6491834,25904,+84,731,+7,14879,+309,10294,261,3990,113,320267,49334,1.0
2020-09-02,23:01,70,Czechia,10712426,25579,+462,425,,18307,+191,6847,40,2388,40,923220,86182,4.0
2020-09-02,23:01,71,Palestine,5120787,23875,+594,162,+3,15483,+145,8230,,4662,32,263288,51416,3.0
2020-09-02,23:01,73,Bosnia and Herzegovina,3277208,20517,+283,627,+7,13626,+191,6264,,6261,191,190771,58211,4.0
2020-09-02,23:01,74,S. Korea,51276856,20449,+267,326,+2,15356,+158,4767,124,399,6,1980295,38620,3.0
2020-09-02,23:01,72,Cameroon,26653272,19409,,414,,17651,,1344,30,728,16,149000,5590,5.0
2020-09-02,23:01,83,Lebanon,6820059,18375,+598,177,+6,5195,+207,13003,97,2694,26,545350,79963,3.0
2020-09-02,23:01,80,Paraguay,7147313,18338,,348,,9721,,8269,85,2566,49,195554,27360,2.0
2020-09-02,23:01,75,Ivory Coast,26484492,18103,,117,,16814,,1172,,684,4,128187,4840,5.0
2020-09-02,23:01,76,Denmark,5795724,17195,+111,626,+1,15413,+113,1156,4,2967,108,2526753,435968,4.0
2020-09-02,23:01,77,Bulgaria,6939160,16454,,642,,11615,,4197,62,2371,93,415797,59920,4.0
2020-09-02,23:01,85,Libya,6886992,15156,+532,250,+8,1746,+70,13160,,2201,36,114145,16574,5.0
2020-09-02,23:01,78,Madagascar,27806443,15023,+66,196,+1,13965,+50,862,42,540,7,58946,2120,5.0
2020-09-02,23:01,79,North Macedonia,2083359,14600,+145,606,+2,11741,+216,2253,1,7008,291,151706,72818,4.0
2020-09-02,23:01,81,Senegal,16815329,13743,+88,287,+3,9506,+22,3950,33,817,17,148349,8822,5.0
2020-09-02,23:01,82,Sudan,44016458,13189,,823,,6612,,5754,,300,19,401,9,5.0
2020-09-02,23:01,84,Zambia,18466845,12415,+34,292,+2,11494,+15,629,,672,16,118490,6416,5.0
2020-09-02,23:01,86,Norway,5428478,10951,+80,264,,9348,,1339,1,2017,49,745279,137291,4.0
2020-09-02,23:01,92,Greece,10414074,10757,+233,273,+2,3804,,6680,38,1033,26,980500,94151,4.0
2020-09-02,23:01,97,Croatia,4100788,10725,+311,191,+4,7968,+233,2566,15,2615,47,175346,42759,4.0
2020-09-02,23:01,87,DRC,89996481,10114,+10,259,,9347,+25,508,,112,3,,,5.0
2020-09-02,23:01,94,Albania,2877248,9728,+122,296,+6,5582,+141,3850,22,3381,103,60106,20890,4.0
2020-09-02,23:01,89,Guinea,13190302,9479,,59,,8527,,893,24,719,4,24530,1860,5.0
2020-09-02,23:01,88,Malaysia,32435830,9360,+6,128,,9079,+4,153,4,289,4,1270229,39161,3.0
2020-09-02,23:01,90,French Guiana,299936,9209,+55,61,+1,8739,+32,409,8,30703,203,54370,181272,2.0
2020-09-02,23:01,93,Tajikistan,9572723,8654,+35,69,+1,7447,+34,1138,,904,7,,,3.0
2020-09-02,23:01,91,Gabon,2234304,8533,,53,,7264,,1216,2,3819,24,118395,52990,5.0
2020-09-02,23:01,95,Haiti,11425976,8258,+28,206,+3,5870,+42,2182,,723,18,23679,2072,1.0
2020-09-02,23:01,96,Finland,5542214,8161,+19,336,,7350,+150,475,1,1473,61,688858,124293,4.0
2020-09-02,23:01,100,Maldives,542125,8140,+137,29,,5338,+73,2773,12,15015,53,115727,213469,3.0
2020-09-02,23:01,102,Namibia,2548537,7844,+152,82,+1,3454,+75,4308,30,3078,32,64269,25218,5.0
2020-09-02,23:01,99,Mauritania,4669439,7075,,159,,6464,,452,3,1515,34,69937,14978,5.0
2020-09-02,23:01,98,Luxembourg,627676,6702,,124,,,,,2,10677,198,646620,1030181,4.0
2020-09-02,23:01,105,Hungary,9656049,6622,+365,619,+3,3903,+82,2100,7,686,64,437531,45312,4.0
2020-09-02,23:01,101,Zimbabwe,14899180,6559,,203,,5241,,1115,,440,14,151597,10175,5.0
2020-09-02,23:01,103,Malawi,19210070,5576,,175,,3420,,1981,4,290,9,45622,2375,5.0
2020-09-02,23:01,104,Djibouti,990408,5387,,60,,5327,,0,,5439,61,67780,68436,5.0
2020-09-02,23:01,106,Equatorial Guinea,1410293,4965,,83,,3884,,998,1,3521,59,51944,36832,5.0
2020-09-02,23:01,109,Montenegro,628080,4917,,102,,4058,,757,,7829,162,49348,78570,4.0
2020-09-02,23:01,107,Hong Kong,7507357,4831,+8,92,+2,4401,+21,338,25,644,12,780415,103953,3.0
2020-09-02,23:01,108,CAR,4843725,4711,,62,,1790,,2859,2,973,13,31126,6426,5.0
2020-09-02,23:01,110,Nicaragua,6637860,4668,,141,,2913,,1614,,703,21,,,1.0
2020-09-02,23:01,111,Eswatini,1162201,4668,+50,94,,3585,+23,989,11,4017,81,30327,26094,5.0
2020-09-02,23:01,122,Rwanda,13004423,4142,,16,,2044,,2082,,319,1,415329,31938,5.0
2020-09-02,23:01,118,Mozambique,31396409,4117,+78,25,+2,2170,,1922,,131,0.8,96387,3070,5.0
2020-09-02,23:01,114,Suriname,587527,4089,,72,,3171,,846,19,6960,123,8881,15116,2.0
2020-09-02,23:01,113,Cuba,11325409,4065,,95,,3395,,575,6,359,8,392785,34682,1.0
