scrap_date,scrap_time,update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-09-03,23:01,,1,North America,7488800,34135,275938,1282,4360406,16775,2852456,19315
2020-09-03,23:01,,2,South America,6478681,9448,207066,404,5112307,10824,1159308,15257
2020-09-03,23:01,,3,Asia,7407501,110004,147322,1670,5943174,87437,1317005,18909
2020-09-03,23:01,,4,Europe,3682119,35520,208946,372,2111259,12043,1361914,5930
2020-09-03,23:01,,5,Africa,1280202,6942,30621,250,1015420,4309,234161,1282
2020-09-03,23:01,,6,Oceania,28953,128,707,15,24148,238,4098,38
2020-09-03,23:01,,7,World,26366977,196177,870615,3993,18567365,131626,6928997,60735
