scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-02,23:01,2020-09-02,,1,North America,7444883,35043,274225,1562,4322564,37095,2848094,19402
2020-09-02,23:01,2020-09-02,,2,South America,6400791,12178,205053,458,5030288,10939,1165450,15224
2020-09-02,23:01,2020-09-02,,3,Asia,7296376,107887,145640,1553,5854882,86772,1295854,18842
2020-09-02,23:01,2020-09-02,,4,Europe,3645546,34231,208555,381,2097475,10717,1339516,5858
2020-09-02,23:01,2020-09-02,,5,Africa,1270944,6527,30303,199,1008204,5650,232437,1278
2020-09-02,23:01,2020-09-02,,6,Oceania,28765,109,692,6,23779,195,4294,35
2020-09-02,23:01,2020-09-02,,7,World,26088026,195975,864483,4159,18337843,151368,6885700,60643
