scrap_date,scrap_time,update_time_GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-08-08,20:00,,1,North America,6024082,35306,232657,1379,3205926,10128.0,2585499,25329
2020-08-08,20:00,,2,South America,4650987,27001,157452,708,3161055,7818.0,1332480,14439
2020-08-08,20:00,,3,Asia,4952344,89152,108049,1360,3734818,72515.0,1109477,18725
2020-08-08,20:00,,4,Europe,3022202,13956,205937,324,1816295,11306.0,999970,5175
2020-08-08,20:00,,5,Africa,1030192,4728,22611,58,711779,3902.0,295802,1198
2020-08-08,20:00,,6,Oceania,22574,427,304,12,12999,,9271,53
2020-08-08,20:00,,7,World,19703102,170570,727025,3841,12643523,105669.0,6332554,64923
