scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-08-30,23:00,2020-08-30,,1,North America,7296024,31274,270014,940,4188639,12426,2837371,20385
2020-08-30,23:00,2020-08-30,,2,South America,6204520,4426,200228,269,4787674,16214,1216618,15155
2020-08-30,23:00,2020-08-30,,3,Asia,6991385,102509,141158,1524,5598323,100038,1251904,18820
2020-08-30,23:00,2020-08-30,,4,Europe,3554865,21648,207384,186,2065199,6452,1282282,5640
2020-08-30,23:00,2020-08-30,,5,Africa,1246813,4901,29550,78,976426,3518,240837,1277
2020-08-30,23:00,2020-08-30,,6,Oceania,28391,131,640,11,23166,262,4585,44
2020-08-30,23:00,2020-08-30,,7,World,25322719,164889,848989,3008,17640078,138910,6833652,61325
