scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-10-09,23:00,1.0,USA,331531610,7874525,40762,218288,550,5049181,23988,2607056,14640,23752,658,116209118,350522,1.0
2020-10-09,23:00,3.0,India,1383678536,6977008,73196,107450,929,5985505,82298,884053,8944,5042,78,84634680,61166,3.0
2020-10-09,23:00,2.0,Brazil,212970378,5035744,6205,149189,155,4414564,,471991,8318,23645,701,17900000,84049,2.0
2020-10-09,23:00,4.0,Russia,145951658,1272238,12126,22257,201,1009421,7092,240560,2300,8717,152,49656873,340228,4.0
2020-10-09,23:00,9.0,Spain,46759755,890367,5986,32929,241,,,,1590,19041,704,13689776,292768,4.0
2020-10-09,23:00,8.0,Colombia,51029561,886179,,27331,,777658,,81190,2220,17366,536,4047592,79319,2.0
2020-10-09,23:00,12.0,Argentina,45308202,856369,,22710,,684844,,148815,4043,18901,501,2166276,47812,2.0
2020-10-09,23:00,6.0,Peru,33095400,838614,,33098,,728216,,77300,1233,25339,1000,4003363,120964,2.0
2020-10-09,23:00,7.0,Mexico,129299186,804488,5300,83096,370,583603,22708,137789,2553,6222,643,2053282,15880,1.0
2020-10-09,23:00,19.0,France,65313096,691977,20339,32583,62,100828,522,558566,1448,10595,499,12061094,184666,4.0
2020-10-09,23:00,5.0,South Africa,59510270,686891,,17408,,618771,,50712,546,11542,293,4339686,72923,5.0
2020-10-09,23:00,13.0,UK,67983287,575679,13864,42679,87,,,,436,8468,628,26987470,396972,4.0
2020-10-09,23:00,11.0,Iran,84282671,492378,4142,28098,210,401379,2079,62901,4392,5842,333,4257766,50518,3.0
2020-10-09,23:00,10.0,Chile,19160727,477769,1753,13220,53,450297,1587,14252,821,24935,690,3618019,188825,2.0
2020-10-09,23:00,21.0,Iraq,40461765,397780,3214,9735,52,328097,4282,59948,523,9831,241,2456782,60719,3.0
2020-10-09,23:00,15.0,Bangladesh,165133610,375870,1278,5477,17,289912,1596,80481,,2276,33,2050669,12418,3.0
2020-10-09,23:00,17.0,Italy,60437324,343770,5372,36111,28,237549,1186,70110,387,5688,597,12326971,203963,4.0
2020-10-09,23:00,14.0,Saudi Arabia,34959307,338539,407,4996,24,324282,513,9261,859,9684,143,6930352,198241,3.0
2020-10-09,23:00,22.0,Philippines,109973798,334770,2996,6152,83,275307,1045,53311,1758,3044,56,4050388,36830,3.0
2020-10-09,23:00,18.0,Turkey,84584458,332382,1629,8722,55,291754,1402,31906,1398,3930,103,11402342,134804,3.0
2020-10-09,23:00,23.0,Indonesia,274305923,324658,4094,11677,97,247667,3607,65314,,1184,43,3683808,13430,3.0
2020-10-09,23:00,20.0,Germany,83857254,320214,4700,9682,15,269500,,41032,510,3819,115,18129900,216200,4.0
2020-10-09,23:00,16.0,Pakistan,222035364,317595,661,6552,8,302708,333,8335,493,1430,30,3795287,17093,3.0
2020-10-09,23:00,30.0,Israel,9197590,287858,2522,1886,22,225248,3677,60724,860,31297,205,3921190,426328,3.0
2020-10-09,23:00,28.0,Ukraine,43660870,250538,5804,4779,89,110650,2417,135109,177,5738,109,2489702,57024,4.0
2020-10-09,23:00,24.0,Canada,37831921,177697,2138,9586,29,149244,1736,18867,143,4697,253,7974857,210797,1.0
2020-10-09,23:00,42.0,Netherlands,17145263,161781,5971,6544,13,,,,258,9436,382,2656731,154954,4.0
2020-10-09,23:00,38.0,Romania,19202054,148886,3186,5299,52,114792,1680,28795,613,7754,276,2627544,136837,4.0
2020-10-09,23:00,49.0,Morocco,37028645,146398,3445,2530,44,123022,2747,20846,425,3954,68,2828653,76391,5.0
2020-10-09,23:00,27.0,Ecuador,17714966,145045,,12141,,120511,,12393,348,8188,685,457272,25813,2.0
2020-10-09,23:00,36.0,Belgium,11603401,143596,5728,10126,18,19981,86,113489,213,12375,873,3543600,305393,4.0
2020-10-09,23:00,26.0,Bolivia,11715872,137969,263,8228,36,99812,544,29929,71,11776,702,312155,26644,2.0
2020-10-09,23:00,25.0,Qatar,2807805,127600,206,219,1,124559,232,2822,55,45445,78,820368,292174,3.0
2020-10-09,23:00,34.0,Panama,4332982,118054,,2463,,94391,,21200,117,27245,568,526418,121491,1.0
2020-10-09,23:00,32.0,Dominican Republic,10877359,117457,585,2165,2,93061,494,22231,176,10798,199,510984,46977,1.0
2020-10-09,23:00,43.0,Poland,37835194,116338,4739,2919,52,77875,1385,35544,320,3075,77,3577810,94563,4.0
2020-10-09,23:00,37.0,Kuwait,4287535,110076,635,649,7,102024,710,7403,125,25673,151,776733,181161,3.0
2020-10-09,23:00,29.0,Kazakhstan,18837317,108561,107,1746,,103758,154,3057,221,5763,93,3045439,161671,3.0
2020-10-09,23:00,70.0,Czechia,10714429,105281,4524,898,29,51706,546,52677,412,9826,84,1539835,143716,4.0
2020-10-09,23:00,31.0,Egypt,102849261,104156,,6017,,97524,,615,41,1013,59,135000,1313,5.0
2020-10-09,23:00,35.0,Oman,5140873,104129,,1009,,91731,,11389,214,20255,196,376700,73275,3.0
2020-10-09,23:00,41.0,UAE,9922644,104004,1075,442,4,94903,1424,8659,,10481,45,10670718,1075391,3.0
2020-10-09,23:00,64.0,Nepal,29276809,100676,2059,600,10,73023,1680,27053,,3439,20,1145237,39118,3.0
2020-10-09,23:00,33.0,Sweden,10116417,98451,,5894,5,,,,26,9732,583,1789328,176874,4.0
2020-10-09,23:00,40.0,Guatemala,18004025,96935,455,3356,9,85343,605,8236,5,5384,186,356103,19779,1.0
2020-10-09,23:00,44.0,Japan,126369507,87639,619,1616,3,80733,506,5290,141,694,13,2264683,17921,3.0
2020-10-09,23:00,61.0,Costa Rica,5106729,86053,1225,1055,15,52327,545,32671,197,16851,207,251285,49207,1.0
2020-10-09,23:00,46.0,Portugal,10188498,83928,1394,2062,12,52164,647,29702,125,8238,202,2764867,271371,4.0
2020-10-09,23:00,39.0,Belarus,9448468,82471,489,885,5,76543,462,5043,,8729,94,2023307,214141,4.0
2020-10-09,23:00,56.0,Ethiopia,115715387,81797,,1262,,36434,,44101,253,707,11,1327832,11475,5.0
2020-10-09,23:00,47.0,Honduras,9946840,81672,512,2477,11,31089,499,48106,30,8211,249,192595,19362,1.0
2020-10-09,23:00,57.0,Venezuela,28413691,81019,,678,,72196,,8145,198,2851,24,1979251,69658,2.0
2020-10-09,23:00,50.0,Bahrain,1716908,74422,,266,2,69854,443,4302,64,43347,155,1519596,885077,3.0
2020-10-09,23:00,62.0,Moldova,4031376,60833,918,1442,18,43489,481,15902,781,15090,358,309887,76869,4.0
2020-10-09,23:00,55.0,Switzerland,8671831,60368,1487,2088,1,48400,,9880,36,6961,241,1470894,169617,4.0
2020-10-09,23:00,58.0,Uzbekistan,33599554,60342,316,498,2,57221,384,2623,252,1796,15,1377915,41010,3.0
