scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-31,18:58,1,USA,331325170,6181394,+8158,187367,143.0,3425938,+215,2568089,15996,18657,566,81887081,247150,1.0
2020-08-31,18:58,2,Brazil,212809620,3862311,,120896,,3031559,,709856,8318,18149,568,14352484,67443,2.0
2020-08-31,18:58,3,India,1382233964,3649639,+30470,64951,334.0,2800671,+27743,784017,8944,2640,47,42307914,30608,3.0
2020-08-31,18:58,4,Russia,145945013,995319,+4993,17176,83.0,809387,+2405,168756,2300,6820,118,36696382,251440,4.0
2020-08-31,18:58,6,Peru,33046445,647166,,28788,,455457,,162921,1514,19584,871,3191850,96587,2.0
2020-08-31,18:58,5,South Africa,59430596,625056,,14028,,538604,,72424,539,10517,236,3674872,61835,5.0
2020-08-31,18:58,8,Colombia,50971805,607938,,19364,,450621,,137953,1493,11927,380,2715591,53276,2.0
2020-08-31,18:58,7,Mexico,129154932,595841,+4129,64158,339.0,412580,+3453,119103,3060,4613,497,1340466,10379,1.0
2020-08-31,18:58,9,Spain,46757832,455621,,29011,,,,,751,9744,620,9210337,196980,4.0
2020-08-31,18:58,10,Chile,19143261,411726,+1752,11289,45.0,383879,+1295,16558,969,21508,590,2400522,125398,2.0
2020-08-31,18:58,12,Argentina,45264053,408426,,8498,41.0,301195,+7188,98733,2232,9023,188,1257906,27790,2.0
2020-08-31,18:58,11,Iran,84168117,375212,+1642,21571,109.0,323233,+1812,30408,3729,4458,256,3231110,38389,3.0
2020-08-31,18:58,13,UK,67945365,335873,+1406,41501,2.0,,,,60,4943,611,16273209,239504,4.0
2020-08-31,18:58,14,Saudi Arabia,34901495,315772,+951,3897,27.0,290796,+1129,21079,1552,9048,112,5026127,144009,3.0
2020-08-31,18:58,15,Bangladesh,164958910,312996,+2174,4281,33.0,204887,+2980,103828,,1897,26,1550203,9398,3.0
2020-08-31,18:58,16,Pakistan,221577570,295849,+213,6294,6.0,280682,+135,8873,604,1335,28,2621146,11829,3.0
2020-08-31,18:58,19,France,65297750,277943,,30606,,86177,,161160,402,4257,469,6323472,96841,4.0
2020-08-31,18:58,18,Turkey,84487808,268546,,6326,,243839,,18381,945,3179,75,7028390,83188,3.0
2020-08-31,18:58,17,Italy,60446761,268218,,35477,,208536,,24205,86,4437,587,8591341,142131,4.0
2020-08-31,18:58,20,Germany,83828781,243774,+479,9366,2.0,217842,,16566,245,2908,112,11208091,133702,4.0
2020-08-31,18:58,21,Iraq,40365355,231177,,6959,,172880,,51338,542,5727,172,1587326,39324,3.0
2020-08-31,18:58,22,Philippines,109818368,220819,+3446,3558,38.0,157562,+165,59699,837,2011,32,2591819,23601,3.0
2020-08-31,18:58,23,Indonesia,273997911,174796,+2743,7417,74.0,125959,+1774,41420,,638,27,2224337,8118,3.0
2020-08-31,18:58,24,Canada,37796697,127940,,9117,,113664,,5159,50,3385,241,5440447,143940,1.0
2020-08-31,18:58,28,Ukraine,43688720,121215,+2141,2557,30.0,57114,+380,61544,177,2775,59,1550280,35485,4.0
2020-08-31,18:58,25,Qatar,2807805,118778,+203,197,,115667,+237,2914,68,42303,70,629831,224314,3.0
2020-08-31,18:58,26,Bolivia,11698902,115968,+614,4966,28.0,58497,+1748,52505,71,9913,424,239640,20484,2.0
2020-08-31,18:58,30,Israel,9197590,115057,+1037,922,3.0,93801,+1005,20334,453,12509,100,2295951,249625,3.0
