scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-20,17:53,1,USA,331266944,5703617,2686,176407,70.0,3063410,1079,2463800,16875,17218,533,73165789,220867,1.0
2020-08-20,17:53,2,Brazil,212764278,3460413,,111189,,2615254,,733970,8318,16264,523,13729872,64531,2.0
2020-08-20,17:53,3,India,1381826521,2858346,22524,54245,251.0,2115054,18986,689047,8944,2069,39,32661252,23636,3.0
2020-08-20,17:53,4,Russia,145943139,942106,4785,16099,110.0,755513,6090,170494,2300,6455,110,33500000,229541,4.0
2020-08-20,17:53,5,South Africa,59408124,596060,,12423,,491441,,92196,539,10033,209,3455671,58168,5.0
2020-08-20,17:53,6,Peru,33032637,558420,,26834,,377453,,154133,1516,16905,812,2852011,86339,2.0
2020-08-20,17:53,7,Mexico,129114244,537031,5792,58481,707.0,367537,4230,111013,3480,4159,453,1211552,9384,1.0
2020-08-20,17:53,8,Colombia,50955514,502178,,15979,,326298,,159901,1493,9855,314,2337241,45868,2.0
2020-08-20,17:53,10,Chile,19138335,390037,,10578,,364285,,15174,1120,20380,553,2087354,109067,2.0
2020-08-20,17:53,9,Spain,46757289,387985,,28797,,,,,617,8298,616,7955615,170147,4.0
2020-08-20,17:53,11,Iran,84135807,352558,2279,20264,139.0,304236,1708,28058,3869,4190,241,2939840,34942,3.0
2020-08-20,17:53,13,UK,67934669,321098,,41397,,,,,73,4727,609,14988134,220626,4.0
2020-08-20,17:53,12,Argentina,45251601,312659,,6406,76.0,233651,4926,72602,1795,6909,142,1030992,22784,2.0
2020-08-20,17:53,14,Saudi Arabia,34885189,303973,1287,3548,42.0,275476,1385,24949,1682,8714,102,4501104,129026,3.0
2020-08-20,17:53,16,Pakistan,221448449,290958,513,6209,8.0,272804,676,11945,725,1314,28,2363752,10674,3.0
2020-08-20,17:53,15,Bangladesh,164909635,287959,2868,3822,41.0,168991,3253,115146,,1746,23,1407556,8535,3.0
2020-08-20,17:53,17,Italy,60449422,255278,,35412,,204506,,15360,66,4223,586,7713154,127597,4.0
2020-08-20,17:53,18,Turkey,84460548,253108,,6039,,233915,,13154,719,2997,72,5969629,70679,3.0
2020-08-20,17:53,20,Germany,83820751,229826,126,9315,1.0,203900,,16611,224,2742,111,10197366,121657,4.0
2020-08-20,17:53,19,France,65293421,225043,,30468,,84065,,110510,384,3447,467,6000000,91893,4.0
2020-08-20,17:53,21,Iraq,40338162,192797,3995,6208,87.0,137200,2831,49389,614,4780,154,1368727,33931,3.0
2020-08-20,17:53,22,Philippines,109774529,178022,4339,2883,88.0,114114,727,61025,717,1622,26,2193448,19981,3.0
2020-08-20,17:53,23,Indonesia,273911035,147211,2266,6418,72.0,100674,2017,40119,,537,23,1969941,7192,3.0
2020-08-20,17:53,24,Canada,37786763,123490,,9049,,109822,,4619,61,3268,239,4925446,130348,1.0
2020-08-20,17:53,25,Qatar,2807805,116224,268,193,,112924,266,3107,64,41393,69,572273,203815,3.0
2020-08-20,17:53,26,Bolivia,11694115,105050,2031,4233,61.0,39965,1342,60852,71,8983,362,222251,19005,2.0
2020-08-20,17:53,27,Ecuador,17678345,104475,,6146,,87277,,11052,365,5910,348,293066,16578,2.0
2020-08-20,17:53,29,Kazakhstan,18806642,103815,244,1415,,86450,164,15950,221,5520,75,2291327,121836,3.0
2020-08-20,17:53,30,Israel,9197590,98550,581,789,8.0,73848,756,23913,403,10715,86,2180096,237029,3.0
2020-08-20,17:53,28,Ukraine,43696575,98537,2134,2184,40.0,50441,704,45912,177,2255,50,1356698,31048,4.0
2020-08-20,17:53,31,Egypt,102585185,96914,,5197,,62553,,29164,41,945,51,135000,1316,5.0
2020-08-20,17:53,32,Dominican Republic,10862509,89010,883,1505,4.0,57734,974,29771,288,8194,139,335478,30884,1.0
2020-08-20,17:53,33,Sweden,10107829,85810,,5805,5.0,,,,27,8489,574,1030010,101902,4.0
2020-08-20,17:53,35,Oman,5123074,83769,163,609,6.0,78386,198,4774,151,16351,119,309212,60357,3.0
2020-08-20,17:53,34,Panama,4323696,83754,,1827,,58274,,23653,157,19371,423,282232,65276,1.0
2020-08-20,17:53,36,Belgium,11596526,79479,582,9969,10.0,18078,30,51432,83,6854,860,2023900,174526,4.0
2020-08-20,17:53,37,Kuwait,4278903,78767,622,509,2.0,70642,871,7616,94,18408,119,577588,134985,3.0
2020-08-20,17:53,38,Romania,19219490,74963,1346,3154,48.0,34196,630,37613,489,3900,164,1591015,82781,4.0
2020-08-20,17:53,39,Belarus,9448891,69801,,622,,67647,,1532,,7387,66,1437110,152093,4.0
2020-08-20,17:53,41,UAE,9906322,65802,461,369,2.0,58153,131,7280,,6642,37,6265918,632517,3.0
2020-08-20,17:53,42,Netherlands,17140098,65054,529,6191,10.0,,,,51,3795,361,1312787,76592,4.0
2020-08-20,17:53,40,Guatemala,17958687,64881,,2467,,53362,,9052,5,3613,137,209138,11646,1.0
2020-08-20,17:53,43,Poland,37840835,59378,767,1925,12.0,40481,382,16972,85,1569,51,2409394,63672,4.0
