scrap_date,scrap_time,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-08-29,12:29,1,North America,7218370,+7762,268103,+646,4140033,+5687,2810234,20455
2020-08-29,12:29,2,South America,6132988,+1280,198433,+55,4711397,+2393,1223158,15117
2020-08-29,12:29,3,Asia,6802622,+17455,138412,+269,5421761,+8578,1242449,18639
2020-08-29,12:29,4,Europe,3519233,+9355,207099,+168,2053793,+8051,1258341,5635
2020-08-29,12:29,5,Africa,1233365,,29141,,964884,+38,239340,1289
2020-08-29,12:29,6,Oceania,28260,+112,629,+17,22904,+230,4727,46
2020-08-29,12:29,7,World,24935559,+35964,841832,+1155,17315423,+24977,6778304,61185
