,scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
0,2020-08-29,12:29,1,USA,331314584.0,6096756,521.0,185965.0,64.0,3376530.0,692.0,2534261.0,16184.0,18402.0,561.0,80302806.0,242376.0,1.0
1,2020-08-29,12:29,2,Brazil,212801376.0,3812605,,119594.0,,2976796.0,,716215.0,8318.0,17916.0,562.0,14172764.0,66601.0,2.0
2,2020-08-29,12:29,3,India,1382159883.0,3468272,7032.0,62750.0,37.0,2649621.0,2083.0,755901.0,8944.0,2509.0,45.0,40406609.0,29234.0,3.0
3,2020-08-29,12:29,4,Russia,145944672.0,985346,4941.0,17025.0,111.0,804383.0,5917.0,163938.0,2300.0,6752.0,117.0,36000000.0,246669.0,4.0
4,2020-08-29,12:29,6,Peru,33043934.0,629961,,28471.0,,438017.0,,163473.0,1517.0,19064.0,862.0,3124076.0,94543.0,2.0
5,2020-08-29,12:29,5,South Africa,59426511.0,620132,,13743.0,,533935.0,,72454.0,539.0,10435.0,231.0,3632311.0,61123.0,5.0
6,2020-08-29,12:29,8,Colombia,50968843.0,590520,,18767.0,,429620.0,,142133.0,1493.0,11586.0,368.0,2654983.0,52090.0,2.0
7,2020-08-29,12:29,7,Mexico,129147534.0,585738,5824.0,63146.0,552.0,404667.0,4188.0,117925.0,3221.0,4535.0,489.0,1319957.0,10221.0,1.0
8,2020-08-29,12:29,9,Spain,46757733.0,455621,,29011.0,,,,,751.0,9744.0,620.0,8517446.0,182161.0,4.0
9,2020-08-29,12:29,10,Chile,19142366.0,405972,,11132.0,,379452.0,,15388.0,1012.0,21208.0,582.0,2333516.0,121903.0,2.0
10,2020-08-29,12:29,12,Argentina,45261789.0,392009,,8271.0,,280165.0,,103573.0,2114.0,8661.0,183.0,1196878.0,26443.0,2.0
