Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,693,515","+26,036","280,916",+475,"4,575,042","+19,972","2,837,557","18,672",07.09.20,23:39
3,Asia,"7,851,364","+94,058","153,667","+1,548","6,343,642","+91,288","1,354,055","19,152",07.09.20,23:39
2,South America,"6,722,318","+4,284","218,235",+255,"5,334,292","+11,529","1,169,791","14,857",07.09.20,23:39
4,Europe,"3,830,601","+25,629","210,277",+260,"2,167,099","+7,037","1,453,225","6,071",07.09.20,23:39
5,Africa,"1,310,989","+5,737","31,553",+196,"1,045,561","+5,107","233,875","1,434",07.09.20,23:39
6,Oceania,"29,346",+56,793,+9,"24,876",+138,"3,677",41,07.09.20,23:39
7,World,"27,438,854","+155,800","895,456","+2,743","19,491,163","+135,071","7,052,235","60,231",07.09.20,23:39
