scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-07,23:39,1,USA,331362224,6479721,19471,193437,189,3740250,14280,2546034,14699,19555,584,88016315,265620,1.0
2020-09-07,23:39,3,India,1382493246,4276777,74215,72809,1122,3320947,73650,883021,8944,3094,53,49551507,35842,3.0
2020-09-07,23:39,2,Brazil,212838474,4139257,1651,126736,50,3317227,,695294,8318,19448,595,14408116,67695,2.0
2020-09-07,23:39,4,Russia,145946206,1030690,5185,17871,51,843277,2328,169542,2300,7062,122,38758184,265565,4.0
2020-09-07,23:39,6,Peru,33055232,689977,,29838,,515039,,145100,1500,20873,903,3379580,102240,2.0
2020-09-07,23:39,8,Colombia,50982171,666521,,21412,,518229,,126880,863,13074,420,2936517,57599,2.0
2020-09-07,23:39,5,South Africa,59444897,639362,845,15004,115,566555,2664,57803,539,10756,252,3808949,64075,5.0
2020-09-07,23:39,7,Mexico,129180824,634023,4614,67558,232,442268,3514,124197,2927,4908,523,1431633,11082,1.0
2020-09-07,23:39,9,Spain,46758177,525549,2440,29516,32,,,,1034,11240,631,9987326,213595,4.0
2020-09-07,23:39,12,Argentina,45271977,478792,,9912,53,357388,8256,111492,2512,10576,219,1412149,31193,2.0
2020-09-07,23:39,10,Chile,19146396,424274,1764,11652,60,395717,1318,16905,930,22159,609,2641589,137968,2.0
2020-09-07,23:39,11,Iran,84188678,388810,2152,22410,117,335572,1672,30828,3733,4618,266,3406055,40457,3.0
2020-09-07,23:39,13,UK,67952171,350100,2948,41554,3,,,,69,5152,612,17619897,259299,4.0
2020-09-07,23:39,19,France,65300504,328980,4203,30726,25,87836,389,210418,537,5038,471,8500000,130167,4.0
2020-09-07,23:39,15,Bangladesh,164990266,327359,2202,4516,37,224573,3298,98270,,1984,27,1644724,9969,3.0
2020-09-07,23:39,14,Saudi Arabia,34911872,321456,768,4107,26,297623,886,19726,1430,9208,118,5406136,154851,3.0
2020-09-07,23:39,16,Pakistan,221659738,298903,394,6345,3,286016,118,6542,534,1348,29,2778689,12536,3.0
2020-09-07,23:39,18,Turkey,84505155,281509,1703,6730,57,252152,1047,22627,1118,3331,80,7883464,93290,3.0
2020-09-07,23:39,17,Italy,60445067,278784,1108,35553,12,210238,223,32993,142,4612,588,9271810,153392,4.0
2020-09-07,23:39,21,Iraq,40382659,260370,,7512,,198560,,54298,507,6448,186,1718157,42547,3.0
2020-09-07,23:39,20,Germany,83833892,253625,1901,9405,4,227000,792,17220,223,3025,112,12383035,147709,4.0
2020-09-07,23:39,22,Philippines,109846266,238727,1383,3890,15,184906,230,49931,982,2173,35,2840157,25856,3.0
2020-09-07,23:39,23,Indonesia,274053195,196989,2880,8130,105,140652,2077,48207,,719,30,2452164,8948,3.0
2020-09-07,23:39,28,Ukraine,43683721,138068,2174,2877,31,62606,379,72585,177,3161,66,1693793,38774,4.0
2020-09-07,23:39,30,Israel,9197590,133975,3331,1026,7,105455,2978,27494,470,14566,112,2488587,270569,3.0
2020-09-07,23:39,24,Canada,37803020,132142,247,9146,1,116459,102,6537,54,3496,242,5781027,152925,1.0
2020-09-07,23:39,26,Bolivia,11701948,120769,528,7008,40,71489,1923,42272,71,10320,599,253647,21676,2.0
2020-09-07,23:39,25,Qatar,2807805,120348,253,205,2,117241,243,2902,59,42862,73,663648,236358,3.0
2020-09-07,23:39,27,Ecuador,17691529,110092,308,10576,52,91242,,8274,424,6223,598,330998,18709,2.0
2020-09-07,23:39,29,Kazakhstan,18817685,106361,60,1588,,99654,131,5119,221,5652,84,2571562,136657,3.0
2020-09-07,23:39,31,Egypt,102680252,99863,,5530,,78108,,16225,41,973,54,135000,1315,5.0
2020-09-07,23:39,32,Dominican Republic,10867855,99333,,1845,,72567,,24921,210,9140,170,394791,36326,1.0
2020-09-07,23:39,34,Panama,4327039,97043,,2086,,69661,,25296,149,22427,482,366130,84614,1.0
2020-09-07,23:39,38,Romania,19213213,95897,883,3926,33,40454,147,51517,465,4991,204,1945738,101271,4.0
2020-09-07,23:39,37,Kuwait,4282010,90387,805,546,2,81037,516,8804,90,21109,128,648051,151343,3.0
2020-09-07,23:39,36,Belgium,11599001,88367,542,9907,1,18565,10,59895,53,7619,854,2419095,208561,4.0
2020-09-07,23:39,35,Oman,5129482,87328,256,734,6,82805,399,3789,160,17025,143,309212,60281,3.0
2020-09-07,23:39,33,Sweden,10110920,85558,,5837,5,,,,13,8462,577,1124269,111194,4.0
2020-09-07,23:39,40,Guatemala,17975009,77828,145,2862,10,66584,453,8382,5,4330,159,259883,14458,1.0
2020-09-07,23:39,42,Netherlands,17141957,75584,797,6243,,,,,42,4409,364,1648103,96144,4.0
2020-09-07,23:39,41,UAE,9912198,74454,470,390,2,66533,438,7531,,7511,39,7632984,770060,3.0
2020-09-07,23:39,49,Morocco,36990404,73780,1386,1394,33,56096,822,16290,201,1995,38,2070053,55962,5.0
2020-09-07,23:39,39,Belarus,9448739,73031,172,716,5,71883,19,432,,7729,76,1591247,168408,4.0
2020-09-07,23:39,44,Japan,126403210,71419,,1357,,62076,,7986,211,565,11,1590895,12586,3.0
2020-09-07,23:39,43,Poland,37838804,71126,302,2124,4,55113,857,13889,81,1880,56,2841344,75091,4.0
2020-09-07,23:39,47,Honduras,9933056,64764,412,2007,1,13418,303,49339,32,6520,202,153065,15410,1.0
2020-09-07,23:39,46,Portugal,10191086,60507,249,1843,3,43016,63,15648,49,5937,181,2092057,205283,4.0
2020-09-07,23:39,56,Ethiopia,115465660,59648,976,933,15,21789,482,36926,309,517,8,1063454,9210,5.0
2020-09-07,23:39,45,Singapore,5858824,57044,22,27,,56408,75,609,,9736,5,2068284,353020,3.0
2020-09-07,23:39,50,Bahrain,1711707,55415,,200,1,50946,,4269,31,32374,117,1172808,685169,3.0
2020-09-07,23:39,48,Nigeria,207040354,55005,,1057,,43013,,10935,7,266,5,420543,2031,5.0
2020-09-07,23:39,57,Venezuela,28420705,53289,,428,,42006,,10855,105,1875,15,1805766,63537,2.0
2020-09-07,23:39,61,Costa Rica,5102666,48780,833,510,32,19083,872,29187,213,9560,100,162780,31901,1.0
2020-09-07,23:39,64,Nepal,29230931,47236,979,300,11,30677,1736,16259,,1616,10,777563,26601,3.0
2020-09-07,23:39,54,Algeria,43993234,46653,289,1562,6,32985,240,12106,44,1060,36,,,5.0
2020-09-07,23:39,51,Ghana,31188531,44869,92,283,,43801,108,785,5,1439,9,446867,14328,5.0
2020-09-07,23:39,53,Armenia,2964279,44845,62,900,3,40121,32,3824,,15128,304,219177,73939,3.0
2020-09-07,23:39,55,Switzerland,8666305,44592,191,2014,1,37700,600,4878,25,5145,232,1103149,127292,4.0
2020-09-07,23:39,52,Kyrgyzstan,6543604,44458,55,1060,,39960,134,3438,24,6794,162,267718,40913,3.0
2020-09-07,23:39,58,Uzbekistan,33557128,43893,306,352,5,41531,306,2010,219,1308,10,1377915,41062,3.0
