scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-09-26,21:00,1,USA,331462797,7261552,17368,208760,320,4502156,21437,2550636,14135,21908,630,102916529,310492,1.0
2020-09-26,21:00,3,India,1383197012,5979197,77626,94433,1023,4926268,80100,958496,8944,4323,68,70269975,50803,3.0
2020-09-26,21:00,2,Brazil,212916792,4694648,2069,140783,74,4040949,,512916,8318,22049,661,17900000,84070,2.0
2020-09-26,21:00,4,Russia,145949443,1143571,7523,20225,169,940150,6004,183196,2300,7835,139,44700000,306270,4.0
2020-09-26,21:00,8,Colombia,51010309,798317,,25103,,687477,,85737,863,15650,492,3571117,70008,2.0
2020-09-26,21:00,6,Peru,33079081,794584,,32037,,650948,,111599,1368,24021,968,3804340,115007,2.0
2020-09-26,21:00,9,Spain,46759114,735198,,31232,,,,,1465,15723,668,11820505,252796,4.0
2020-09-26,21:00,7,Mexico,129251101,720858,5401,75844,405,518204,3444,126810,2699,5577,587,1650899,12773,1.0
2020-09-26,21:00,12,Argentina,45293486,691235,,15208,,546924,,129103,3595,15261,336,1868089,41244,2.0
2020-09-26,21:00,5,South Africa,59483712,668529,,16312,,599149,,53068,539,11239,274,4117079,69214,5.0
2020-09-26,21:00,19,France,65307980,527446,14412,31700,39,94891,,400855,1098,8076,485,10218319,156464,4.0
2020-09-26,21:00,10,Chile,19154905,455979,2111,12591,64,430259,1679,13129,895,23805,657,3189009,166485,2.0
2020-09-26,21:00,11,Iran,84244486,443086,3204,25394,172,372051,2209,45641,4041,5260,301,3905352,46357,3.0
2020-09-26,21:00,13,UK,67970646,429277,6042,41971,34,,,,262,6316,617,23188836,341160,4.0
2020-09-26,21:00,15,Bangladesh,165075377,357873,1106,5129,36,268777,1753,83967,,2168,31,1898775,11502,3.0
2020-09-26,21:00,21,Iraq,40429628,345969,4270,8935,68,276918,3652,60116,547,8557,221,2180316,53929,3.0
2020-09-26,21:00,14,Saudi Arabia,34940037,332790,461,4655,30,316405,769,11730,1035,9525,133,6314085,180712,3.0
2020-09-26,21:00,18,Turkey,84552241,312966,1511,7929,71,274514,1232,30523,1615,3701,94,9936581,117520,3.0
2020-09-26,21:00,16,Pakistan,221882766,309581,566,6451,7,295333,593,7797,576,1395,29,3384186,15252,3.0
2020-09-26,21:00,17,Italy,60440470,308104,1869,35818,17,223693,977,48593,247,5098,593,10999350,181987,4.0
2020-09-26,21:00,22,Philippines,109921988,301256,2747,5284,88,232906,787,63066,1758,2741,48,3591341,32672,3.0
2020-09-26,21:00,20,Germany,83847763,284469,763,9531,1,249500,,25438,304,3393,114,15642654,186560,4.0
2020-09-26,21:00,23,Indonesia,274203253,271339,4494,10308,90,199403,3207,61628,,990,38,3169783,11560,3.0
2020-09-26,21:00,30,Israel,9197590,217899,,1412,,153574,,62913,708,23691,154,3372020,366620,3.0
2020-09-26,21:00,28,Ukraine,43670153,195504,3833,3903,76,85133,,106468,177,4477,89,2156653,49385,4.0
2020-09-26,21:00,24,Canada,37820180,151589,1133,9263,8,130315,742,12011,97,4008,245,6979242,184538,1.0
2020-09-26,21:00,27,Ecuador,17705445,133981,1506,11273,37,102852,,19856,367,7567,637,416298,23512,2.0
2020-09-26,21:00,26,Bolivia,11710215,133222,604,7800,35,92868,767,32554,71,11377,666,295230,25211,2.0
2020-09-26,21:00,25,Qatar,2807805,124850,200,214,2,121738,226,2898,58,44465,76,755365,269023,3.0
2020-09-26,21:00,38,Romania,19206588,121235,1552,4687,54,97554,1396,18994,512,6312,244,2352650,122492,4.0
2020-09-26,21:00,49,Morocco,37013110,115241,2719,2041,43,94150,2218,19050,374,3114,55,2529397,68338,5.0
2020-09-26,21:00,36,Belgium,11601614,110976,2208,9969,4,19184,61,81823,109,9566,859,3070677,264677,4.0
2020-09-26,21:00,32,Dominican Republic,10873498,110957,360,2093,6,85220,610,23644,214,10204,192,462287,42515,1.0
2020-09-26,21:00,34,Panama,4330567,109431,,2311,,86158,,20962,121,25269,534,459451,106095,1.0
2020-09-26,21:00,42,Netherlands,17143920,108631,2713,6366,38,,,,127,6336,371,2240526,130689,4.0
2020-09-26,21:00,29,Kazakhstan,18829342,107659,69,1699,,102530,170,3430,221,5718,90,2895805,153792,3.0
2020-09-26,21:00,37,Kuwait,4285291,103199,758,597,2,94211,649,8391,108,24082,139,733893,171259,3.0
2020-09-26,21:00,31,Egypt,102780601,102625,,5853,,93531,,3241,41,998,57,135000,1313,5.0
2020-09-26,21:00,35,Oman,5136246,95907,,885,,86765,,8257,185,18673,172,376700,73342,3.0
2020-09-26,21:00,33,Sweden,10114184,90923,,5880,,,,,15,8990,581,1532632,151533,4.0
2020-09-26,21:00,41,UAE,9918400,90618,1078,411,2,79676,857,10531,,9136,41,9320777,939746,3.0
2020-09-26,21:00,40,Guatemala,17992237,89702,824,3213,27,78284,534,8205,5,4986,179,312229,17354,1.0
2020-09-26,21:00,43,Poland,37836661,85980,1584,2424,32,67326,586,16230,110,2272,64,3201501,84614,4.0
2020-09-26,21:00,44,Japan,126383199,80497,,1532,,73490,,5475,163,637,12,1908707,15103,3.0
2020-09-26,21:00,39,Belarus,9448578,77289,332,813,6,74046,121,2430,,8180,86,1809522,191513,4.0
2020-09-26,21:00,47,Honduras,9941240,73840,647,2271,22,25728,1148,45841,15,7428,228,174027,17506,1.0
2020-09-26,21:00,46,Portugal,10189549,72939,884,1944,8,47380,377,23615,85,7158,191,2501955,245541,4.0
2020-09-26,21:00,56,Ethiopia,115613935,72700,527,1165,10,30029,166,41506,273,629,10,1249551,10808,5.0
2020-09-26,21:00,64,Nepal,29258171,71821,1207,467,8,53013,1147,18341,,2455,16,978204,33434,3.0
2020-09-26,21:00,57,Venezuela,28416540,71273,,591,,60709,,9973,202,2508,21,1927870,67843,2.0
2020-09-26,21:00,61,Costa Rica,5105079,70816,,812,,27023,,42981,237,13872,159,216356,42381,1.0
2020-09-26,21:00,50,Bahrain,1714795,68190,,239,3,61475,,6476,55,39766,139,1388323,809615,3.0
2020-09-26,21:00,70,Czechia,10713725,62559,1241,588,7,30891,151,31080,168,5839,55,1309467,122223,4.0
2020-09-26,21:00,48,Nigeria,207306387,58062,,1103,,49606,,7353,7,280,5,494577,2386,5.0
2020-09-26,21:00,45,Singapore,5861209,57685,20,27,,57359,18,299,,9842,5,2692047,459299,3.0
2020-09-26,21:00,58,Uzbekistan,33582319,54462,70,450,1,50954,75,3058,283,1622,13,1377915,41031,3.0
2020-09-26,21:00,55,Switzerland,8669586,51864,,2064,,42600,,7200,35,5982,238,1326290,152982,4.0
2020-09-26,21:00,54,Algeria,44034394,50914,160,1711,4,35756,102,13447,31,1156,39,,,5.0
2020-09-26,21:00,62,Moldova,4031708,50534,868,1279,15,37440,417,11815,592,12534,317,259394,64338,4.0
2020-09-26,21:00,53,Armenia,2964566,49072,429,948,1,43576,175,4548,,16553,320,280366,94572,3.0
2020-09-26,21:00,51,Ghana,31222271,46222,,299,,45417,,506,6,1480,10,475657,15235,5.0
2020-09-26,21:00,52,Kyrgyzstan,6549197,46090,158,1063,,42302,155,2725,24,7038,162,267718,40878,3.0
2020-09-26,21:00,67,Austria,9018584,42214,714,787,1,33154,853,8273,80,4681,87,1545634,171383,4.0
2020-09-26,21:00,60,Azerbaijan,10160715,39895,108,585,2,37523,131,1787,,3926,58,1095543,107821,3.0
2020-09-26,21:00,59,Afghanistan,39129508,39192,6,1453,2,32635,16,5104,93,1002,37,109868,2808,3.0
2020-09-26,21:00,71,Palestine,5128583,38253,290,285,7,27704,521,10264,,7459,56,405872,79139,3.0
2020-09-26,21:00,63,Kenya,54043343,37707,,682,,24504,,12521,44,698,13,506632,9375,5.0
2020-09-26,21:00,80,Paraguay,7153058,37226,,761,,21117,,15348,165,5204,106,264031,36912,2.0
2020-09-26,21:00,83,Lebanon,6818065,35242,1280,340,7,15434,656,19468,152,5169,50,793149,116331,3.0
2020-09-26,21:00,66,Ireland,4950732,34560,245,1802,5,23364,,9394,19,6981,364,1133275,228911,4.0
2020-09-26,21:00,65,Serbia,8728879,33312,74,746,,31536,,1030,22,3816,85,1111957,127388,4.0
2020-09-26,21:00,85,Libya,6893120,31290,,491,,17508,,13291,,4539,71,198524,28800,5.0
2020-09-26,21:00,69,El Salvador,6493975,28415,,826,3,22643,,4946,89,4376,127,378273,58250,1.0
2020-09-26,21:00,68,Australia,25569269,27016,16,870,1,24571,48,1575,12,1057,34,7516817,293979,
2020-09-26,21:00,73,Bosnia and Herzegovina,3275877,26797,233,820,12,19746,239,6231,,8180,250,232973,71118,4.0
2020-09-26,21:00,76,Denmark,5797058,26213,619,648,1,19350,340,6215,28,4522,112,3663906,632029,4.0
2020-09-26,21:00,74,S. Korea,51279740,23516,61,399,4,21166,188,1951,122,459,8,2290345,44664,3.0
2020-09-26,21:00,105,Hungary,9654448,23077,950,730,12,5099,154,17248,36,2390,76,680335,70469,4.0
2020-09-26,21:00,72,Cameroon,26696735,20712,,418,,19440,,854,30,776,16,149000,5581,5.0
2020-09-26,21:00,77,Bulgaria,6935749,19828,,789,,14132,,4907,36,2859,114,512498,73892,4.0
2020-09-26,21:00,75,Ivory Coast,26527454,19556,,120,,19065,,371,,737,5,158022,5957,5.0
2020-09-26,21:00,79,North Macedonia,2083354,17483,140,722,1,14516,94,2245,3,8392,347,184097,88366,4.0
2020-09-26,21:00,92,Greece,10410752,17228,315,376,7,9989,,6863,68,1655,36,1269055,121898,4.0
2020-09-26,21:00,78,Madagascar,27853276,16257,36,229,1,14922,55,1106,15,584,8,69612,2499,5.0
2020-09-26,21:00,97,Croatia,4099136,16007,212,269,3,14405,102,1333,25,3905,66,289024,70509,4.0
2020-09-26,21:00,81,Senegal,16844362,14869,30,306,2,12028,118,2535,18,883,18,172744,10255,5.0
2020-09-26,21:00,84,Zambia,18500736,14515,,332,,13643,,540,,785,18,148066,8003,5.0
2020-09-26,21:00,123,Tunisia,11847684,14392,,191,,5032,,9169,74,1215,16,217785,18382,5.0
2020-09-26,21:00,82,Sudan,44083771,13606,14,836,,6764,,6006,,309,19,,,5.0
2020-09-26,21:00,86,Norway,5431254,13589,44,270,,11190,819,2129,2,2502,50,1011121,186167,4.0
2020-09-26,21:00,94,Albania,2877043,13153,108,375,2,7397,88,5381,18,4572,130,80323,27919,4.0
2020-09-26,21:00,102,Namibia,2551559,10918,83,120,1,8749,180,2049,15,4279,47,94974,37222,5.0
2020-09-26,21:00,88,Malaysia,32463022,10769,82,133,,9785,89,851,8,332,4,1451697,44718,3.0
2020-09-26,21:00,87,DRC,90175833,10593,15,271,,10093,23,229,,117,3,,,5.0
2020-09-26,21:00,89,Guinea,13213746,10478,,65,,9816,,597,24,793,5,32458,2456,5.0
2020-09-26,21:00,109,Montenegro,628085,10197,235,158,3,6368,191,3671,17,16235,252,66713,106217,4.0
2020-09-26,21:00,100,Maldives,542750,10014,,34,,8673,,1307,12,18450,63,146417,269769,3.0
2020-09-26,21:00,168,Myanmar,54496137,9991,879,198,24,2681,300,7112,,183,4,245154,4499,3.0
2020-09-26,21:00,90,French Guiana,300446,9863,32,65,,9500,28,298,6,32828,216,65214,217057,2.0
2020-09-26,21:00,93,Tajikistan,9586805,9605,43,75,1,8385,44,1145,,1002,8,,,3.0
2020-09-26,21:00,96,Finland,5542777,9577,93,343,,7850,,1384,2,1728,62,960156,173227,4.0
