scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-24,17:10,1,USA,331288117,5875939,+1793,180618,14.0,3167260,+197,2528061,16717,17737,545,76174718,229935,1.0
2020-08-24,17:10,2,Brazil,212780766,3605783,,114772,,2709638,,781373,8318,16946,539,14144344,66474,2.0
2020-08-24,17:10,3,India,1381974682,3126078,+20893,57891,199.0,2355823,+19027,712364,8944,2262,42,35902137,25979,3.0
2020-08-24,17:10,4,Russia,145943820,961493,+4744,16448,65.0,773095,+2456,171950,2300,6588,113,34600000,237078,4.0
2020-08-24,17:10,5,South Africa,59416296,609773,,13059,,506470,,90244,539,10263,220,3553425,59806,5.0
2020-08-24,17:10,6,Peru,33037658,594326,,27663,,399357,,167306,1515,17989,837,2985782,90375,2.0
2020-08-24,17:10,7,Mexico,129129040,560164,+3948,60480,226.0,383872,+3380,115812,3264,4338,468,1259141,9751,1.0
2020-08-24,17:10,8,Colombia,50961438,541147,,17316,,374030,,149801,1493,10619,340,2474417,48555,2.0
2020-08-24,17:10,9,Spain,46757487,407879,,28838,,,,,541,8723,617,8032401,171789,4.0
2020-08-24,17:10,10,Chile,19140127,397665,,10852,,371179,,15634,1027,20777,567,2204009,115151,2.0
2020-08-24,17:10,11,Iran,84147556,361150,+2245,20776,133.0,311365,+1901,29009,3848,4292,247,3062422,36393,3.0
2020-08-24,17:10,12,Argentina,45256129,342154,,7079,94.0,256789,+5389,78286,1922,7560,156,1105878,24436,2.0
2020-08-24,17:10,13,UK,67938559,325642,,41429,,,,,72,4793,610,15177265,223397,4.0
2020-08-24,17:10,14,Saudi Arabia,34891119,308654,+1175,3691,42.0,282888,+2745,22075,1635,8846,106,4733485,135664,3.0
2020-08-24,17:10,15,Bangladesh,164927553,297083,+2485,3983,42.0,182875,+3784,110225,,1801,24,1456038,8828,3.0
2020-08-24,17:10,16,Pakistan,221495402,293261,+496,6244,9.0,276829,+993,10188,686,1324,28,2463513,11122,3.0
2020-08-24,17:10,17,Italy,60448454,259345,,35437,,205470,,18438,69,4290,586,8007637,132471,4.0
2020-08-24,17:10,18,Turkey,84470460,258249,,6121,,237165,,14963,783,3057,72,6327466,74907,3.0
2020-08-24,17:10,19,France,65294995,242899,,30513,,84973,,127413,383,3720,467,6000000,91891,4.0
2020-08-24,17:10,20,Germany,83823671,235244,+755,9334,2.0,209600,,16310,236,2806,111,10197366,121653,4.0
2020-08-24,17:10,21,Iraq,40348050,204341,,6428,,146409,,51504,661,5064,159,1433626,35531,3.0
2020-08-24,17:10,22,Philippines,109790471,194252,+4686,3010,13.0,132042,+729,59200,717,1769,27,2338607,21301,3.0
2020-08-24,17:10,23,Indonesia,273942627,155412,+1877,6759,79.0,111060,+3560,37593,,567,25,2036771,7435,3.0
2020-08-24,17:10,24,Canada,37790375,124896,,9073,,111112,,4711,62,3305,240,5115490,135365,1.0
2020-08-24,17:10,25,Qatar,2807805,117266,+258,194,1.0,114099,+291,2973,67,41764,69,594215,211630,3.0
2020-08-24,17:10,26,Bolivia,11695856,109149,+722,4509,67.0,45396,+1509,59244,71,9332,386,231259,19773,2.0
2020-08-24,17:10,27,Ecuador,17681275,107769,,6310,,94816,,6643,359,6095,357,306934,17359,2.0
2020-08-24,17:10,28,Ukraine,43693718,106754,+1799,2293,22.0,54524,+2289,49937,177,2443,52,1425351,32621,4.0
2020-08-24,17:10,29,Kazakhstan,18809096,104718,+175,1415,,92598,+1509,10705,221,5567,75,2291327,121820,3.0
2020-08-24,17:10,30,Israel,9197590,103274,+611,839,5.0,80521,+1007,21914,411,11228,91,2180096,237029,3.0
2020-08-24,17:10,31,Egypt,102606311,97340,,5262,,65927,,26151,41,949,51,135000,1316,5.0
2020-08-24,17:10,32,Dominican Republic,10863697,91161,,1567,,60670,,28924,273,8391,144,343796,31646,1.0
2020-08-24,17:10,34,Panama,4324439,86900,,1892,,61420,,23588,154,20095,438,305030,70536,1.0
2020-08-24,17:10,33,Sweden,10108516,86721,,5813,6.0,,,,22,8579,575,1030010,101895,4.0
2020-08-24,17:10,35,Oman,5124498,84509,+740,637,28.0,78912,+526,4960,149,16491,124,309212,60340,3.0
2020-08-24,17:10,36,Belgium,11597076,81936,+468,9992,4.0,18225,+21,53719,87,7065,862,2135402,184133,4.0
2020-08-24,17:10,37,Kuwait,4279593,80960,+432,518,3.0,72925,+618,7517,99,18918,121,590623,138009,3.0
2020-08-24,17:10,38,Romania,19218095,79330,+825,3309,37.0,35517,+230,40504,494,4128,172,1659135,86332,4.0
2020-08-24,17:10,39,Belarus,9448857,70645,+177,646,4.0,68925,+86,1074,,7477,68,1477939,156415,4.0
2020-08-24,17:10,40,Guatemala,17962314,68188,,2594,,56778,,8816,5,3796,144,221235,12317,1.0
2020-08-24,17:10,41,UAE,9907628,67282,+275,376,1.0,58582,+94,8324,,6791,38,6560686,662185,3.0
2020-08-24,17:10,42,Netherlands,17140511,67128,+574,6202,2.0,,,,56,3916,362,1312787,76590,4.0
2020-08-24,17:10,43,Poland,37840384,62310,+548,1960,5.0,42448,+265,17902,83,1647,52,2555515,67534,4.0
2020-08-24,17:10,44,Japan,126417954,61747,,1176,,48550,,12021,254,488,9,1321079,10450,3.0
2020-08-24,17:10,45,Singapore,5857066,56404,+51,27,,54164,,2213,,9630,5,1745928,298089,3.0
2020-08-24,17:10,46,Portugal,10192218,55720,+123,1801,5.0,40880,+106,13039,44,5467,177,1896675,186091,4.0
2020-08-24,17:10,47,Honduras,9927026,54511,+528,1654,11.0,8532,+83,44325,46,5491,167,132242,13321,1.0
2020-08-24,17:10,49,Morocco,36973674,52349,,888,,36343,,15118,31,1416,24,1758870,47571,5.0
2020-08-24,17:10,48,Nigeria,206844330,52227,,1002,,38945,,12280,7,252,5,369904,1788,5.0
2020-08-24,17:10,50,Bahrain,1709432,49330,,184,,45981,,3165,34,28858,108,1039571,608138,3.0
2020-08-24,17:10,51,Ghana,31163671,43622,+117,263,2.0,41695,+163,1664,5,1400,8,433503,13911,5.0
2020-08-24,17:10,52,Kyrgyzstan,6539483,43126,+103,1057,1.0,36615,+218,5454,24,6595,162,267718,40939,3.0
2020-08-24,17:10,53,Armenia,2964068,42825,+33,854,2.0,36049,+58,5922,,14448,288,195574,65982,3.0
2020-08-24,17:10,54,Algeria,43962906,41460,,1435,,29142,,10883,41,943,33,,,5.0
2020-08-24,17:10,56,Ethiopia,115356404,40671,,678,,14995,,24998,248,353,6,757057,6563,5.0
2020-08-24,17:10,55,Switzerland,8663888,40060,+157,2001,,34400,,3659,16,4624,231,941798,108704,4.0
2020-08-24,17:10,57,Venezuela,28423773,39564,,329,,29966,,9269,86,1392,12,1695541,59652,2.0
2020-08-24,17:10,58,Uzbekistan,33538566,39156,+210,277,4.0,35283,+296,3596,249,1167,8,1377915,41084,3.0
2020-08-24,17:10,59,Afghanistan,39050267,38054,+55,1389,2.0,28360,+180,8305,31,974,36,101208,2592,3.0
2020-08-24,17:10,60,Azerbaijan,10152484,35426,+152,519,1.0,33104,+111,1803,,3489,51,878667,86547,3.0
2020-08-24,17:10,62,Moldova,4032549,33828,+350,945,5.0,22683,,10200,575,8389,234,183923,45610,4.0
2020-08-24,17:10,61,Costa Rica,5100889,33820,,355,,10518,,22947,131,6630,70,133005,26075,1.0
