scrap_date,scrap_time,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-08-24,17:10,1,North America,6946110,+6579,259472,+259,3887433,+3909,2799205,21104
2020-08-24,17:10,2,South America,5765689,+722,189221,+161,4301362,+6898,1275106,14910
2020-08-24,17:10,3,Asia,6336744,+38481,130818,+577,5018266,+38012,1187660,18994
2020-08-24,17:10,4,Europe,3367088,+11697,205489,+188,1992950,+6810,1168649,5430
2020-08-24,17:10,5,Africa,1193588,+1174,27856,+25,910515,+791,255217,1212
2020-08-24,17:10,6,Oceania,27349,+113,544,+15,21567,+371,5238,50
2020-08-24,17:10,7,World,23637289,+58766,813415,+1225,16132744,+56791,6691130,61704
