Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Continent_id,scrap_date,scrap_time
1,USA,"331,325,170","6,181,394","+8,158","187,367",+143,"3,425,938",+215,"2,568,089","15,996","18,657",566,"81,887,081","247,150",1.0,31.08.20,18:58
2,Brazil,"212,809,620","3,862,311",,"120,896",,"3,031,559",,"709,856","8,318","18,149",568,"14,352,484","67,443",2.0,31.08.20,18:58
3,India,"1,382,233,964","3,649,639","+30,470","64,951",+334,"2,800,671","+27,743","784,017","8,944","2,640",47,"42,307,914","30,608",3.0,31.08.20,18:58
4,Russia,"145,945,013","995,319","+4,993","17,176",+83,"809,387","+2,405","168,756","2,300","6,820",118,"36,696,382","251,440",4.0,31.08.20,18:58
6,Peru,"33,046,445","647,166",,"28,788",,"455,457",,"162,921","1,514","19,584",871,"3,191,850","96,587",2.0,31.08.20,18:58
5,South Africa,"59,430,596","625,056",,"14,028",,"538,604",,"72,424",539,"10,517",236,"3,674,872","61,835",5.0,31.08.20,18:58
8,Colombia,"50,971,805","607,938",,"19,364",,"450,621",,"137,953","1,493","11,927",380,"2,715,591","53,276",2.0,31.08.20,18:58
7,Mexico,"129,154,932","595,841","+4,129","64,158",+339,"412,580","+3,453","119,103","3,060","4,613",497,"1,340,466","10,379",1.0,31.08.20,18:58
9,Spain,"46,757,832","455,621",,"29,011",,,,,751,"9,744",620,"9,210,337","196,980",4.0,31.08.20,18:58
10,Chile,"19,143,261","411,726","+1,752","11,289",+45,"383,879","+1,295","16,558",969,"21,508",590,"2,400,522","125,398",2.0,31.08.20,18:58
12,Argentina,"45,264,053","408,426",,"8,498",+41,"301,195","+7,188","98,733","2,232","9,023",188,"1,257,906","27,790",2.0,31.08.20,18:58
11,Iran,"84,168,117","375,212","+1,642","21,571",+109,"323,233","+1,812","30,408","3,729","4,458",256,"3,231,110","38,389",3.0,31.08.20,18:58
13,UK,"67,945,365","335,873","+1,406","41,501",+2,,,,60,"4,943",611,"16,273,209","239,504",4.0,31.08.20,18:58
14,Saudi Arabia,"34,901,495","315,772",+951,"3,897",+27,"290,796","+1,129","21,079","1,552","9,048",112,"5,026,127","144,009",3.0,31.08.20,18:58
15,Bangladesh,"164,958,910","312,996","+2,174","4,281",+33,"204,887","+2,980","103,828",,"1,897",26,"1,550,203","9,398",3.0,31.08.20,18:58
16,Pakistan,"221,577,570","295,849",+213,"6,294",+6,"280,682",+135,"8,873",604,"1,335",28,"2,621,146","11,829",3.0,31.08.20,18:58
19,France,"65,297,750","277,943",,"30,606",,"86,177",,"161,160",402,"4,257",469,"6,323,472","96,841",4.0,31.08.20,18:58
18,Turkey,"84,487,808","268,546",,"6,326",,"243,839",,"18,381",945,"3,179",75,"7,028,390","83,188",3.0,31.08.20,18:58
17,Italy,"60,446,761","268,218",,"35,477",,"208,536",,"24,205",86,"4,437",587,"8,591,341","142,131",4.0,31.08.20,18:58
20,Germany,"83,828,781","243,774",+479,"9,366",+2,"217,842",,"16,566",245,"2,908",112,"11,208,091","133,702",4.0,31.08.20,18:58
21,Iraq,"40,365,355","231,177",,"6,959",,"172,880",,"51,338",542,"5,727",172,"1,587,326","39,324",3.0,31.08.20,18:58
22,Philippines,"109,818,368","220,819","+3,446","3,558",+38,"157,562",+165,"59,699",837,"2,011",32,"2,591,819","23,601",3.0,31.08.20,18:58
23,Indonesia,"273,997,911","174,796","+2,743","7,417",+74,"125,959","+1,774","41,420",,638,27,"2,224,337","8,118",3.0,31.08.20,18:58
24,Canada,"37,796,697","127,940",,"9,117",,"113,664",,"5,159",50,"3,385",241,"5,440,447","143,940",1.0,31.08.20,18:58
28,Ukraine,"43,688,720","121,215","+2,141","2,557",+30,"57,114",+380,"61,544",177,"2,775",59,"1,550,280","35,485",4.0,31.08.20,18:58
25,Qatar,"2,807,805","118,778",+203,197,,"115,667",+237,"2,914",68,"42,303",70,"629,831","224,314",3.0,31.08.20,18:58
26,Bolivia,"11,698,902","115,968",+614,"4,966",+28,"58,497","+1,748","52,505",71,"9,913",424,"239,640","20,484",2.0,31.08.20,18:58
30,Israel,"9,197,590","115,057","+1,037",922,+3,"93,801","+1,005","20,334",453,"12,509",100,"2,295,951","249,625",3.0,31.08.20,18:58
27,Ecuador,"17,686,402","113,648",,"6,555",,"101,620",,"5,473",377,"6,426",371,"328,491","18,573",2.0,31.08.20,18:58
29,Kazakhstan,"18,813,391","105,795",+111,"1,523",,"96,297",+162,"7,975",221,"5,623",81,"2,434,444","129,400",3.0,31.08.20,18:58
31,Egypt,"102,643,281","98,727",,"5,399",,"72,120",,"21,208",41,962,53,"135,000","1,315",5.0,31.08.20,18:58
32,Dominican Republic,"10,865,776","94,241",,"1,681",,"66,776",,"25,784",220,"8,673",155,"367,146","33,789",1.0,31.08.20,18:58
34,Panama,"4,325,739","92,065",,"1,995",,"65,747",,"24,323",157,"21,283",461,"334,297","77,281",1.0,31.08.20,18:58
38,Romania,"19,215,654","87,540",+755,"3,621",+43,"37,869",+204,"46,050",506,"4,556",188,"1,802,946","93,827",4.0,31.08.20,18:58
35,Oman,"5,126,990","85,722",+178,685,+8,"80,810",+351,"4,227",155,"16,720",134,"309,212","60,311",3.0,31.08.20,18:58
37,Kuwait,"4,280,802","85,109",+473,531,+1,"77,224",+574,"7,354",91,"19,882",124,"617,619","144,276",3.0,31.08.20,18:58
36,Belgium,"11,598,039","85,042",+443,"9,894",+3,"18,415",+12,"56,733",71,"7,332",853,"2,278,713","196,474",4.0,31.08.20,18:58
33,Sweden,"10,109,718","84,379",,"5,808",+5,,,,19,"8,346",574,"1,094,856","108,297",4.0,31.08.20,18:58
40,Guatemala,"17,968,661","73,912",,"2,740",,"61,681",,"9,491",5,"4,113",152,"241,959","13,466",1.0,31.08.20,18:58
39,Belarus,"9,448,798","71,843",+156,681,+5,"70,468",+16,694,,"7,603",72,"1,532,119","162,150",4.0,31.08.20,18:58
42,Netherlands,"17,141,234","70,667",+527,"6,224",,,,,51,"4,123",363,"1,455,274","84,899",4.0,31.08.20,18:58
41,UAE,"9,909,913","70,231",+541,384,+2,"60,931",+331,"8,916",,"7,087",39,"7,094,658","715,915",3.0,31.08.20,18:58
43,Poland,"37,839,594","67,372",+502,"2,039",+6,"46,638",+446,"18,695",83,"1,780",54,"2,714,027","71,725",4.0,31.08.20,18:58
44,Japan,"126,410,582","67,264",,"1,264",,"56,164",,"9,836",234,532,10,"1,455,610","11,515",3.0,31.08.20,18:58
49,Morocco,"36,982,039","61,399",,"1,111",,"46,355",,"13,933",31,"1,660",30,"1,890,964","51,132",5.0,31.08.20,18:58
47,Honduras,"9,930,041","60,174",+529,"1,858",+16,"10,242",+86,"48,074",43,"6,060",187,"143,807","14,482",1.0,31.08.20,18:58
46,Portugal,"10,191,652","58,012",+244,"1,822",+3,"41,961",+76,"14,229",41,"5,692",179,"1,976,482","193,931",4.0,31.08.20,18:58
45,Singapore,"5,857,945","56,812",+41,27,,"55,586",,"1,199",,"9,698",5,"1,832,813","312,876",3.0,31.08.20,18:58
48,Nigeria,"206,942,342","53,865",,"1,013",,"41,513",,"11,339",7,260,5,"402,070","1,943",5.0,31.08.20,18:58
50,Bahrain,"1,710,569","51,574",,190,+1,"48,654",,"2,730",33,"30,150",111,"1,100,729","643,487",3.0,31.08.20,18:58
56,Ethiopia,"115,411,032","51,122",,793,,"18,382",,"31,947",344,443,7,"890,929","7,720",5.0,31.08.20,18:58
