Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Continent_id,scrap_date,scrap_time
1,USA,"331,330,464","6,242,713","+27,121","188,487",+751,"3,470,145","+13,882","2,584,081","15,880","18,841",569,"83,162,430","250,995",1.0,01.09.20,23:00
2,Brazil,"212,813,742","3,919,452","+8,551","121,727",+212,"3,097,734",,"699,991","8,318","18,417",572,"14,352,484","67,442",2.0,01.09.20,23:00
3,India,"1,382,271,004","3,766,108","+78,169","66,460","+1,025","2,898,087","+60,710","801,561","8,944","2,725",48,"43,324,834","31,343",3.0,01.09.20,23:00
4,Russia,"145,945,183","1,000,048","+4,729","17,299",+123,"815,705","+6,318","167,044","2,300","6,852",119,"36,900,000","252,835",4.0,01.09.20,23:00
6,Peru,"33,047,700","652,037",,"28,944",,"462,329",,"160,764","1,512","19,730",876,"3,215,842","97,309",2.0,01.09.20,23:00
5,South Africa,"59,432,639","627,041",,"14,149",,"540,923",,"71,969",539,"10,550",238,"3,693,721","62,150",5.0,01.09.20,23:00
8,Colombia,"50,973,286","615,168",,"19,663",,"459,475",,"136,030","1,493","12,068",386,"2,746,217","53,876",2.0,01.09.20,23:00
7,Mexico,"129,158,631","599,560","+3,719","64,414",+256,"416,738","+4,158","118,408","3,086","4,642",499,"1,345,483","10,417",1.0,01.09.20,23:00
9,Spain,"46,757,881","470,973","+8,115","29,152",+58,,,,823,"10,073",623,"9,210,337","196,979",4.0,01.09.20,23:00
12,Argentina,"45,265,185","417,735",,"8,730",+70,"308,376","+7,181","100,629","2,273","9,229",193,"1,277,751","28,228",2.0,01.09.20,23:00
10,Chile,"19,143,709","413,145","+1,419","11,321",+32,"385,790","+1,911","16,034",962,"21,581",591,"2,458,762","128,437",2.0,01.09.20,23:00
11,Iran,"84,171,055","376,894","+1,682","21,672",+101,"325,124","+1,891","30,098","3,709","4,478",257,"3,256,122","38,685",3.0,01.09.20,23:00
13,UK,"67,946,337","337,168","+1,295","41,504",+3,,,,60,"4,962",611,"16,273,209","239,501",4.0,01.09.20,23:00
14,Saudi Arabia,"34,902,978","316,670",+898,"3,929",+32,"291,514",+718,"21,227","1,519","9,073",113,"5,026,127","144,003",3.0,01.09.20,23:00
15,Bangladesh,"164,963,389","314,946","+1,950","4,316",+35,"208,177","+3,290","102,453",,"1,909",26,"1,562,412","9,471",3.0,01.09.20,23:00
16,Pakistan,"221,589,309","296,149",+300,"6,298",+4,"280,970",+288,"8,881",589,"1,336",28,"2,642,028","11,923",3.0,01.09.20,23:00
