Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Continent_id,scrap_date,scrap_time
1,USA,"331,319,877","6,162,709","+23,325","187,087",+232,"3,415,932","+7,133","2,559,690","16,021","18,600",565,"81,557,187","246,158",1.0,30.08.20,23:00
2,Brazil,"212,805,498","3,847,739",+774,"120,546",+48,"3,006,812",,"720,381","8,318","18,081",566,"14,352,484","67,444",2.0,30.08.20,23:00
3,India,"1,382,196,924","3,619,169","+79,457","64,617",+960,"2,772,928","+60,408","781,624","8,944","2,618",47,"41,461,636","29,997",3.0,30.08.20,23:00
4,Russia,"145,944,843","990,326","+4,980","17,093",+68,"806,982","+2,599","166,251","2,300","6,786",117,"36,426,850","249,593",4.0,30.08.20,23:00
6,Peru,"33,045,190","639,435",,"28,607",,"446,675",,"164,153","1,524","19,350",866,"3,156,679","95,526",2.0,30.08.20,23:00
5,South Africa,"59,428,553","622,551",,"13,981",,"536,694",,"71,876",539,"10,476",235,"3,652,970","61,468",5.0,30.08.20,23:00
8,Colombia,"50,970,324","599,914",,"19,064",,"440,574",,"140,276","1,493","11,770",374,"2,685,355","52,685",2.0,30.08.20,23:00
7,Mexico,"129,151,233","591,712","+5,974","63,819",+673,"409,127","+4,460","118,766","3,334","4,582",494,"1,334,331","10,332",1.0,30.08.20,23:00
9,Spain,"46,757,783","455,621",,"29,011",,,,,751,"9,744",620,"8,517,446","182,161",4.0,30.08.20,23:00
10,Chile,"19,142,814","409,974","+1,965","11,244",+63,"382,584","+1,401","16,146",960,"21,417",587,"2,400,522","125,401",2.0,30.08.20,23:00
12,Argentina,"45,262,921","401,239",,"8,401",+48,"294,007","+6,787","98,831","2,192","8,865",186,"1,242,269","27,446",2.0,30.08.20,23:00
11,Iran,"84,165,180","373,570","+1,754","21,462",+103,"321,421","+1,574","30,687","3,759","4,439",255,"3,184,857","37,841",3.0,30.08.20,23:00
13,UK,"67,944,393","334,467","+1,715","41,499",+1,,,,60,"4,923",611,"16,273,209","239,508",4.0,30.08.20,23:00
14,Saudi Arabia,"34,900,013","314,821",+910,"3,870",+30,"289,667","+1,226","21,284","1,545","9,021",111,"5,026,127","144,015",3.0,30.08.20,23:00
15,Bangladesh,"164,954,430","310,822","+1,897","4,248",+42,"201,907","+3,044","104,667",,"1,884",26,"1,537,749","9,322",3.0,30.08.20,23:00
16,Pakistan,"221,565,832","295,636",+264,"6,288",+4,"280,547",+207,"8,801",601,"1,334",28,"2,603,129","11,749",3.0,30.08.20,23:00
19,France,"65,297,356","277,943","+5,413","30,606",+4,"86,177",,"161,160",387,"4,257",469,"6,323,472","96,841",4.0,30.08.20,23:00
18,Turkey,"84,485,330","268,546","+1,482","6,326",+42,"243,839","+1,027","18,381",945,"3,179",75,"7,028,390","83,191",3.0,30.08.20,23:00
17,Italy,"60,447,003","268,218","+1,365","35,477",+4,"208,536",+312,"24,205",86,"4,437",587,"8,591,341","142,130",4.0,30.08.20,23:00
20,Germany,"83,828,051","243,282",+457,"9,364",+1,"217,484",,"16,434",245,"2,902",112,"11,208,091","133,703",4.0,30.08.20,23:00
21,Iraq,"40,362,883","231,177","+3,731","6,959",+68,"172,880","+3,860","51,338",542,"5,727",172,"1,587,326","39,326",3.0,30.08.20,23:00
22,Philippines,"109,814,383","217,396","+4,284","3,520",+102,"157,403","+22,319","56,473",837,"1,980",32,"2,558,157","23,295",3.0,30.08.20,23:00
23,Indonesia,"273,990,013","172,053","+2,858","7,343",+82,"124,185","+1,383","40,525",,628,27,"2,224,337","8,118",3.0,30.08.20,23:00
24,Canada,"37,795,794","127,940",+267,"9,117",+4,"113,663",+162,"5,160",50,"3,385",241,"5,402,249","142,933",1.0,30.08.20,23:00
28,Ukraine,"43,689,434","119,074","+2,096","2,527",+35,"56,734",+596,"59,813",177,"2,725",58,"1,536,171","35,161",4.0,30.08.20,23:00
25,Qatar,"2,807,805","118,575",+168,197,+1,"115,430",+179,"2,948",66,"42,230",70,"624,609","222,455",3.0,30.08.20,23:00
26,Bolivia,"11,698,467","115,354",+945,"4,938",+92,"56,749","+1,835","53,667",71,"9,861",422,"239,073","20,436",2.0,30.08.20,23:00
30,Israel,"9,197,590","114,020",+555,919,+13,"92,796",+692,"20,305",444,"12,397",100,"2,279,487","247,835",3.0,30.08.20,23:00
27,Ecuador,"17,685,670","113,648",+742,"6,555",+18,"101,620","+6,191","5,473",377,"6,426",371,"328,491","18,574",2.0,30.08.20,23:00
29,Kazakhstan,"18,812,777","105,684",+126,"1,523",,"96,135",+247,"8,026",221,"5,618",81,"2,434,444","129,404",3.0,30.08.20,23:00
31,Egypt,"102,638,000","98,497",,"5,376",,"71,302",,"21,819",41,960,52,"135,000","1,315",5.0,30.08.20,23:00
32,Dominican Republic,"10,865,479","94,241",+509,"1,681",+8,"66,776",+456,"25,784",220,"8,673",155,"367,146","33,790",1.0,30.08.20,23:00
34,Panama,"4,325,553","91,337",,"1,983",,"65,119",,"24,235",155,"21,116",458,"326,597","75,504",1.0,30.08.20,23:00
38,Romania,"19,216,003","86,785",+952,"3,578",+39,"37,665",+277,"45,542",492,"4,516",186,"1,795,633","93,445",4.0,30.08.20,23:00
35,Oman,"5,126,634","85,544",+539,677,+27,"80,459",+851,"4,408",156,"16,686",132,"309,212","60,315",3.0,30.08.20,23:00
37,Kuwait,"4,280,629","84,636",+412,530,+2,"76,650",+657,"7,456",89,"19,772",124,"614,129","143,467",3.0,30.08.20,23:00
36,Belgium,"11,597,901","84,599",+647,"9,891",+5,"18,403",+21,"56,305",72,"7,294",853,"2,261,043","194,953",4.0,30.08.20,23:00
33,Sweden,"10,109,546","83,958",,"5,821",,,,,21,"8,305",576,"1,094,856","108,299",4.0,30.08.20,23:00
40,Guatemala,"17,967,755","73,679",,"2,728",,"61,163",,"9,788",5,"4,101",152,"240,745","13,399",1.0,30.08.20,23:00
39,Belarus,"9,448,806","71,687",+164,676,+5,"70,452",+245,559,,"7,587",72,"1,527,049","161,613",4.0,30.08.20,23:00
42,Netherlands,"17,141,131","70,140",+508,"6,224",,,,,43,"4,092",363,"1,455,274","84,900",4.0,30.08.20,23:00
41,UAE,"9,909,587","69,690",+362,382,+3,"60,600",+398,"8,708",,"7,033",39,"7,011,895","707,587",3.0,30.08.20,23:00
43,Poland,"37,839,707","66,870",+631,"2,033",+1,"46,192",+656,"18,645",85,"1,767",54,"2,701,553","71,395",4.0,30.08.20,23:00
44,Japan,"126,411,635","66,423",,"1,255",,"55,341",,"9,827",230,525,10,"1,440,826","11,398",3.0,30.08.20,23:00
49,Morocco,"36,980,844","61,399","+1,343","1,111",+33,"46,355","+1,737","13,933",31,"1,660",30,"1,890,964","51,134",5.0,30.08.20,23:00
47,Honduras,"9,929,610","59,645",+835,"1,842",+15,"10,156",+80,"47,647",44,"6,007",186,"142,638","14,365",1.0,30.08.20,23:00
46,Portugal,"10,191,733","57,768",+320,"1,819",+1,"41,885",+119,"14,064",41,"5,668",178,"1,976,482","193,930",4.0,30.08.20,23:00
45,Singapore,"5,857,819","56,771",+54,27,,"55,586",+139,"1,158",,"9,691",5,"1,832,813","312,883",3.0,30.08.20,23:00
48,Nigeria,"206,928,340","53,727",,"1,011",,"41,314",,"11,402",7,260,5,"398,304","1,925",5.0,30.08.20,23:00
50,Bahrain,"1,710,407","51,391",,189,,"48,275",,"2,927",32,"30,046",111,"1,095,373","640,417",3.0,30.08.20,23:00
56,Ethiopia,"115,403,228","51,122","+1,468",793,+23,"18,382",+266,"31,947",344,443,7,"890,929","7,720",5.0,30.08.20,23:00
57,Venezuela,"28,422,458","44,946",,375,,"36,175",,"8,396",86,"1,581",13,"1,754,575","61,732",2.0,30.08.20,23:00
51,Ghana,"31,174,325","44,205",+87,276,+6,"42,777",+196,"1,152",6,"1,418",9,"439,246","14,090",5.0,30.08.20,23:00
52,Kyrgyzstan,"6,541,249","43,820",+108,"1,058",+1,"38,198",+225,"4,564",24,"6,699",162,"267,718","40,928",3.0,30.08.20,23:00
54,Algeria,"43,975,904","43,781",,"1,491",,"30,717",,"11,573",28,996,34,,,5.0,30.08.20,23:00
