scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-10-06,23:01,1.0,USA,331515730,7706318,26674,215506,474,4919162,24084,2571650,14317,23246,650,113109068,341188,1.0
2020-10-06,23:01,3.0,India,1383567415,6754179,72106,104591,991,5741253,82143,908335,8944,4882,76,81071797,58596,3.0
2020-10-06,23:01,2.0,Brazil,212958012,4946913,6414,146908,135,4295302,,504703,8318,23230,690,17900000,84054,2.0
2020-10-06,23:01,4.0,Russia,145951147,1237504,11615,21663,188,988576,6252,227265,2300,8479,148,48337992,331193,4.0
2020-10-06,23:01,9.0,Spain,46759607,865631,12793,32486,261,,,,1544,18512,695,13689776,292769,4.0
2020-10-06,23:01,8.0,Colombia,51025119,862158,,26844,,766300,,69014,2220,16897,526,3930262,77026,2.0
2020-10-06,23:01,6.0,Peru,33091634,829999,,32834,,712888,,84277,1269,25082,992,3961345,119708,2.0
2020-10-06,23:01,12.0,Argentina,45304806,809728,,21468,,649017,,139243,3978,17873,474,2084513,46011,2.0
2020-10-06,23:01,7.0,Mexico,129288090,789780,3417,81877,180,553937,3884,153966,2353,6109,633,2007202,15525,1.0
2020-10-06,23:01,5.0,South Africa,59504141,682215,,17016,,615684,,49515,539,11465,286,4280340,71933,5.0
2020-10-06,23:01,19.0,France,65311915,634763,10489,32365,66,99295,615,503103,1426,9719,496,11699517,179133,4.0
2020-10-06,23:01,13.0,UK,67980370,530113,14542,42445,76,,,,393,7798,624,26147138,384628,4.0
2020-10-06,23:01,11.0,Iran,84273859,479825,4151,27419,227,394800,2507,57606,4200,5694,325,4179338,49592,3.0
2020-10-06,23:01,10.0,Chile,19159383,473306,1560,13070,33,445418,1965,14818,847,24704,682,3529067,184195,2.0
2020-10-06,23:01,21.0,Iraq,40454349,387121,4172,9531,67,316371,4213,61219,479,9569,236,2395387,59212,3.0
2020-10-06,23:01,15.0,Bangladesh,165120172,371631,1499,5405,30,284833,1651,81393,,2251,33,2013776,12196,3.0
2020-10-06,23:01,14.0,Saudi Arabia,34954860,337243,477,4923,25,322612,557,9708,932,9648,141,6775933,193848,3.0
2020-10-06,23:01,17.0,Italy,60438050,330263,2677,36030,28,234099,1418,60134,319,5464,596,11944088,197625,4.0
2020-10-06,23:01,18.0,Turkey,84577023,327557,1511,8553,55,287599,1229,31405,1414,3873,101,11044338,130583,3.0
2020-10-06,23:01,22.0,Philippines,109961842,326833,2093,5865,25,273313,209,47655,1758,2972,53,3946226,35887,3.0
2020-10-06,23:01,16.0,Pakistan,222000149,315727,467,6523,6,300616,780,8588,516,1422,29,3702607,16678,3.0
