scrap_date,scrap_time,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-09,22:01,1,North America,7760913,+22608,283233,+1350,4668386,+26897,2809294,18538
2020-09-09,22:01,3,Asia,8094445,+118423,157119,+1668,6533286,+87334,1404040,19195
2020-09-09,22:01,2,South America,6813630,+17946,221169,+791,5488247,+19673,1104214,15039
2020-09-09,22:01,4,Europe,3906975,+38794,211136,+388,2196275,+11735,1499564,6182
2020-09-09,22:01,5,Africa,1325272,+5374,31878,+77,1059669,+4357,233725,1469
2020-09-09,22:01,6,Oceania,29587,+98,812,+11,25311,+143,3464,35
2020-09-09,22:01,7,World,27931543,+203243,905362,+4285,19971825,+150139,7054356,60462
