scrap_date,scrap_time,update date,update time-GMT,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical"
2020-09-29,21:35,2020-09-29,,1,North America,8809840,23319,308731,627,5655824,27719,2845285,17286
2020-09-29,21:35,2020-09-29,,3,Asia,10500271,105680,192763,1811,8801269,100861,1506239,20704
2020-09-29,21:35,2020-09-29,,2,South America,7966482,7068,249988,189,6799857,2344,916637,17264
2020-09-29,21:35,2020-09-29,,4,Europe,4944105,44484,221461,620,2518276,18517,2204368,8501
2020-09-29,21:35,2020-09-29,,5,Africa,1479063,5645,35630,118,1222841,4510,220592,1623
2020-09-29,21:35,2020-09-29,,6,Oceania,31209,162,923,8,28432,98,1854,21
2020-09-29,21:35,2020-09-29,,7,World,33731691,186358,1009511,3373,25027150,154049,7695030,65403
