scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-02,20:00,1,USA,331171664,4778177,13859,158039,141.0,2363229,326,2256909,18720,14428,477,59259593,178939,1.0
2020-08-02,20:00,2,Brazil,212690082,2708876,,93616,,1884051,,731209,8318,12736,440,13096132,61574,2.0
2020-08-02,20:00,3,India,1381159795,1780268,28349,37690,287.0,1165442,18563,577136,8944,1289,27,19821831,14352,3.0
2020-08-02,20:00,4,Russia,145940072,850870,5427,14128,70.0,650173,3649,186569,2300,5830,97,28793260,197295,4.0
2020-08-02,20:00,5,South Africa,59371352,503290,,8153,,342461,,152676,539,8477,137,3001985,50563,5.0
2020-08-02,20:00,7,Mexico,129047665,434193,9556,47472,784.0,284847,6229,101874,3994,3365,368,999697,7747,1.0
2020-08-02,20:00,6,Peru,33010043,422183,,19408,,290835,,111940,1416,12790,588,2377948,72037,2.0
2020-08-02,20:00,10,Chile,19130274,357658,,9533,,330507,,17618,1445,18696,498,1648390,86167,2.0
2020-08-02,20:00,9,Spain,46756402,335602,,28445,,,,,617,7178,608,6678414,142834,4.0
2020-08-02,20:00,11,Iran,84082937,309437,2685,17190,208.0,268102,2272,24145,4089,3680,204,2508418,29833,3.0
2020-08-02,20:00,8,Colombia,50928858,306181,,10330,,160708,,135143,1493,6012,203,1609729,31607,2.0
2020-08-02,20:00,13,UK,67917167,303952,,46193,,,,,86,4475,680,16280223,239707,4.0
2020-08-02,20:00,16,Pakistan,221237160,279698,552,5976,6.0,248577,550,25145,1064,1264,27,2010170,9086,3.0
2020-08-02,20:00,14,Saudi Arabia,34858507,278835,1357,2917,30.0,240081,2533,35837,2011,7999,84,3432354,98465,3.0
2020-08-02,20:00,17,Italy,60453777,248070,238,35154,8.0,200460,231,12456,42,4103,582,6873496,113698,4.0
2020-08-02,20:00,15,Bangladesh,164829004,240746,886,3154,22.0,136839,586,100753,,1461,19,1189295,7215,3.0
2020-08-02,20:00,18,Turkey,84415940,231869,,5710,,215516,,10643,586,2747,68,4845669,57402,3.0
2020-08-02,20:00,20,Germany,83807610,211208,131,9226,,193600,,8382,261,2520,110,8006135,95530,4.0
2020-08-02,20:00,12,Argentina,45231224,196543,,3612,16.0,89026,2527,103905,1128,4345,80,736007,16272,2.0
2020-08-02,20:00,19,France,65286338,187919,,30265,,81500,,76154,371,2878,464,2982302,45680,4.0
2020-08-02,20:00,21,Iraq,40293665,129151,2447,4868,63.0,91886,2611,32397,498,3205,121,1029159,25541,3.0
2020-08-02,20:00,24,Canada,37770506,116599,,8941,,101436,,6222,2249,3087,237,4098752,108517,1.0
2020-08-02,20:00,23,Indonesia,273768876,111455,1519,5236,43.0,68975,1056,37244,,407,19,1537413,5616,3.0
2020-08-02,20:00,25,Qatar,2807805,111107,196,177,3.0,107779,201,3151,76,39571,63,500536,178266,3.0
2020-08-02,20:00,22,Philippines,109702792,103185,5032,2059,20.0,65557,300,35569,351,941,19,1536626,14007,3.0
2020-08-02,20:00,31,Egypt,102490117,94316,,4834,,41137,,48345,41,920,47,135000,1317,5.0
2020-08-02,20:00,29,Kazakhstan,18795599,91593,1226,793,,61839,1014,28961,221,4873,42,2079540,110640,3.0
2020-08-02,20:00,27,Ecuador,17665162,86232,,5736,,36213,,44283,369,4881,325,246028,13927,2.0
2020-08-02,20:00,33,Sweden,10104737,80422,,5743,,,,,40,7959,568,810356,80196,4.0
2020-08-02,20:00,35,Oman,5116667,79159,,421,,61421,,17317,187,15471,82,305651,59736,3.0
2020-08-02,20:00,26,Bolivia,11686283,78793,2004,3064,87.0,23968,386,51761,71,6742,262,168175,14391,2.0
2020-08-02,20:00,30,Israel,9197590,72315,97,531,5.0,45631,529,26153,340,7862,58,1781967,193743,3.0
2020-08-02,20:00,28,Ukraine,43709428,72168,1112,1725,16.0,39543,235,30900,128,1651,39,1058383,24214,4.0
2020-08-02,20:00,32,Dominican Republic,10857163,71415,,1170,,37509,,32736,284,6578,108,260171,23963,1.0
2020-08-02,20:00,36,Belgium,11594051,69402,651,9845,4.0,17573,27,41984,56,5986,849,1694349,146140,4.0
2020-08-02,20:00,39,Belarus,9449043,68067,121,567,4.0,62896,210,4604,,7204,60,1319976,139694,4.0
2020-08-02,20:00,37,Kuwait,4275795,67911,463,457,4.0,59213,688,8241,129,15883,107,509561,119173,3.0
2020-08-02,20:00,34,Panama,4320353,66383,,1449,,40081,,24853,166,15365,335,226596,52448,1.0
2020-08-02,20:00,41,UAE,9900447,60999,239,351,,54615,360,6033,,6161,35,5162080,521399,3.0
2020-08-02,20:00,42,Netherlands,17138239,55098,366,6149,1.0,,,,35,3215,359,962965,56188,4.0
2020-08-02,20:00,38,Romania,19225767,53186,1075,2413,34.0,27592,246,23181,412,2766,126,1240273,64511,4.0
2020-08-02,20:00,45,Singapore,5854304,52825,313,27,,46926,186,5872,,9023,5,1321094,225662,3.0
2020-08-02,20:00,46,Portugal,10193998,51463,153,1738,1.0,36984,201,12741,41,5048,170,1622951,159207,4.0
2020-08-02,20:00,40,Guatemala,17942365,50979,,1959,,37873,,11147,5,2841,109,160626,8952,1.0
2020-08-02,20:00,43,Poland,37842866,46894,548,1731,10.0,34709,335,10454,76,1239,46,2297427,60710,4.0
2020-08-02,20:00,48,Nigeria,206536291,43537,,883,,20087,,22567,7,211,4,283916,1375,5.0
2020-08-02,20:00,47,Honduras,9917550,42685,671,1368,31.0,5694,140,35623,43,4304,138,105820,10670,1.0
2020-08-02,20:00,50,Bahrain,1705856,41190,,147,,38211,,2832,43,24146,86,835211,489614,3.0
2020-08-02,20:00,53,Armenia,2963736,39050,209,754,5.0,29750,193,8546,10,13176,254,166701,56247,3.0
2020-08-02,20:00,51,Ghana,31124604,37014,,182,,33365,,3467,8,1189,6,396731,12747,5.0
2020-08-02,20:00,52,Kyrgyzstan,6533007,36719,420,1409,12.0,27274,855,8036,24,5621,216,267718,40979,3.0
2020-08-02,20:00,59,Afghanistan,38997440,36710,,1283,,25509,,9918,31,941,33,89255,2289,3.0
2020-08-02,20:00,44,Japan,126441125,35836,,1011,,25506,,9319,80,283,8,824748,6523,3.0
2020-08-02,20:00,55,Switzerland,8660089,35550,138,1981,,31300,,2269,25,4105,229,801742,92579,4.0
2020-08-02,20:00,60,Azerbaijan,10146996,32157,,454,,26474,,5229,66,3169,45,732236,72163,3.0
2020-08-02,20:00,54,Algeria,43915247,30950,,1223,,20988,,8739,64,705,28,,,5.0
2020-08-02,20:00,65,Serbia,8734143,26193,311,590,8.0,14047,,11556,146,2999,68,686488,78598,4.0
2020-08-02,20:00,66,Ireland,4942447,26109,,1763,,23364,,982,4,5283,357,636085,128698,4.0
2020-08-02,20:00,62,Moldova,4033111,25362,249,791,3.0,17816,245,6755,362,6288,196,128076,31756,4.0
2020-08-02,20:00,58,Uzbekistan,33509398,25336,553,151,4.0,15833,534,9352,185,756,5,1377915,41120,3.0
2020-08-02,20:00,49,Morocco,36947384,25015,,367,,17960,,6688,31,677,10,1273939,34480,5.0
2020-08-02,20:00,63,Kenya,53864942,22053,690,369,5.0,8419,,13265,44,409,7,310330,5761,5.0
2020-08-02,20:00,67,Austria,9010877,21304,92,718,,18984,73,1602,20,2364,80,905314,100469,4.0
2020-08-02,20:00,64,Nepal,29179318,20332,246,57,1.0,14603,111,5672,,697,2,703672,24115,3.0
2020-08-02,20:00,57,Venezuela,28428595,19443,,169,,11129,,8145,25,684,6,1545895,54378,2.0
2020-08-02,20:00,61,Costa Rica,5098095,18187,,154,,4531,,13502,94,3567,30,88861,17430,1.0
2020-08-02,20:00,56,Ethiopia,115184716,17999,,284,,7195,,10520,138,156,2,429712,3731,5.0
2020-08-02,20:00,68,Australia,25524823,17923,641,208,7.0,10420,218,7295,46,702,8,4359636,170800,
2020-08-02,20:00,69,El Salvador,6489068,17448,398,467,8.0,8634,139,8347,493,2689,72,243842,37577,1.0
2020-08-02,20:00,72,Cameroon,26597133,17255,,391,,15320,,1544,30,649,15,149000,5602,5.0
2020-08-02,20:00,70,Czechia,10710749,16699,,383,,11587,,4729,19,1559,36,698635,65227,4.0
2020-08-02,20:00,75,Ivory Coast,26428999,16109,,102,,11750,,4257,,610,4,101583,3844,5.0
2020-08-02,20:00,74,S. Korea,51273132,14366,30,301,,13259,26,806,13,280,6,1576246,30742,3.0
2020-08-02,20:00,76,Denmark,5794001,13789,,615,,12578,,596,3,2380,106,1532427,264485,4.0
