Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-08-02 20:00:00,,2020-08-02,5,Africa,949993,,20041,,607381,,322571,1135
2020-08-08 20:00:00,,2020-08-08,5,Africa,1030192,80199.0,22611,2570.0,711779,104398.0,295802,1198
2020-08-12 20:00:00,,2020-08-12,5,Africa,1069132,38940.0,23912,1301.0,761685,49906.0,283535,1207
2020-08-16 20:00:00,,2020-08-16,5,Africa,1113390,44258.0,25390,1478.0,828344,66659.0,259656,1195
2020-08-17 20:00:00,,2020-08-17,5,Africa,1126638,13248.0,25738,348.0,840165,11821.0,260735,1206
2020-08-18 20:00:00,,2020-08-18,5,Africa,1134916,8278.0,25995,257.0,851865,11700.0,257056,1205
2020-08-19 20:00:00,,2020-08-19,5,Africa,1141062,6146.0,26365,370.0,862878,11013.0,251819,1209
2020-08-20 17:53:00,,2020-08-20,5,Africa,1152518,11456.0,26714,349.0,874882,12004.0,250922,1196
2020-08-23 21:09:00,,2020-08-23,5,Africa,1187916,35398.0,27716,1002.0,905642,30760.0,254558,1214
2020-08-24 17:10:00,,2020-08-24,5,Africa,1193588,5672.0,27856,140.0,910515,4873.0,255217,1212
2020-08-25 23:00:00,,2020-08-25,5,Africa,1204764,11176.0,28153,297.0,927580,17065.0,249031,1258
2020-08-26 22:59:00,,2020-08-26,5,Africa,1215272,10508.0,28608,455.0,943270,15690.0,243394,1272
2020-08-27 23:00:00,,2020-08-27,5,Africa,1223624,8352.0,28865,257.0,954615,11345.0,240144,1282
2020-08-28 23:01:00,,2020-08-28,5,Africa,1230136,6512.0,28988,123.0,960621,6006.0,240527,1288
2020-08-29 12:29:00,,2020-08-29,5,Africa,1233365,3229.0,29141,153.0,964884,4263.0,239340,1289
2020-08-30 23:00:00,,2020-08-30,5,Africa,1246813,13448.0,29550,409.0,976426,11542.0,240837,1277
2020-08-31 18:58:00,,2020-08-31,5,Africa,1251274,4461.0,29646,96.0,980380,3954.0,241248,1270
2020-09-01 23:00:00,,2020-09-01,5,Africa,1261643,10369.0,29950,304.0,990355,9975.0,241338,1262
2020-09-02 23:01:00,,2020-09-02,5,Africa,1270944,9301.0,30303,353.0,1008204,17849.0,232437,1278
2020-09-03 23:01:00,,2020-09-03,5,Africa,1280202,9258.0,30621,318.0,1015420,7216.0,234161,1282
2020-09-04 07:01:00,,2020-09-04,5,Africa,1281149,947.0,30667,46.0,1017753,2333.0,232729,1445
2020-09-05 23:31:00,,2020-09-05,5,Africa,1296394,15245.0,31103,436.0,1032437,14684.0,232854,1417
2020-09-06 18:30:00,,2020-09-06,5,Africa,1298366,1972.0,31151,48.0,1034019,1582.0,233196,1419
2020-09-07 23:39:00,,2020-09-07,5,Africa,1310989,12623.0,31553,402.0,1045561,11542.0,233875,1434
2020-09-08 22:10:00,,2020-09-08,5,Africa,1317082,6093.0,31659,106.0,1052459,6898.0,232964,1464
2020-09-09 22:01:00,,2020-09-09,5,Africa,1325272,8190.0,31878,219.0,1059669,7210.0,233725,1469
2020-09-10 22:01:00,,2020-09-10,5,Africa,1332897,7625.0,32047,169.0,1067614,7945.0,233236,1500
2020-09-11 22:00:00,,2020-09-11,5,Africa,1339630,6733.0,32231,184.0,1074467,6853.0,232932,1485
2020-09-12 22:22:00,,2020-09-12,5,Africa,1349942,10312.0,32479,248.0,1084191,9724.0,233272,1486
2020-09-13 22:01:00,,2020-09-13,5,Africa,1356957,7015.0,32625,146.0,1100859,16668.0,223473,1503
2020-09-14 22:04:00,,2020-09-14,5,Africa,1362863,5906.0,32741,116.0,1106724,5865.0,223398,1503
2020-09-15 21:00:00,,2020-09-15,5,Africa,1369978,7115.0,32921,180.0,1114447,7723.0,222610,1427
2020-09-16 21:01:00,,2020-09-16,5,Africa,1376988,7010.0,33208,287.0,1124933,10486.0,218847,1424
2020-09-18 20:01:00,,2020-09-18,5,Africa,1390091,13103.0,33500,292.0,1138823,13890.0,217768,1460
2020-09-19 21:00:00,,2020-09-19,5,Africa,1403225,13134.0,33774,274.0,1149047,10224.0,220404,1459
2020-09-20 22:31:00,,2020-09-20,5,Africa,1412795,9570.0,33978,204.0,1157451,8404.0,221366,1457
2020-09-21 21:01:00,,2020-09-21,5,Africa,1418837,6042.0,34068,90.0,1163648,6197.0,221121,1470
2020-09-22 21:01:00,,2020-09-22,5,Africa,1425538,6701.0,34226,158.0,1170332,6684.0,220980,1402
2020-09-23 19:58:00,,2020-09-23,5,Africa,1430640,5102.0,34426,200.0,1175097,4765.0,221117,1462
2020-09-24 21:00:00,,2020-09-24,5,Africa,1441359,10719.0,34646,220.0,1186655,11558.0,220058,1455
2020-09-25 21:00:00,,2020-09-25,5,Africa,1445535,4176.0,34777,131.0,1191621,4966.0,219137,1445
2020-09-26 21:00:00,,2020-09-26,5,Africa,1456504,10969.0,34973,196.0,1202506,10885.0,219025,1540
2020-09-27 22:45:00,,2020-09-27,5,Africa,1464209,7705.0,35163,190.0,1209790,7284.0,219256,1539
2020-09-28 22:00:00,,2020-09-28,5,Africa,1471620,7411.0,35295,132.0,1216537,6747.0,219788,1561
2020-09-29 21:35:00,,2020-09-29,5,Africa,1479063,7443.0,35630,335.0,1222841,6304.0,220592,1623
2020-09-30 22:00:00,,2020-09-30,5,Africa,1487187,8124.0,35838,208.0,1230136,7295.0,221213,1610
2020-10-01 21:31:00,,2020-10-01,5,Africa,1493886,6699.0,35980,142.0,1236330,6194.0,221576,1594
2020-10-02 22:36:00,,2020-10-02,5,Africa,1500708,6822.0,36193,213.0,1240796,4466.0,223719,1593
2020-10-03 22:24:00,,2020-10-03,5,Africa,1512022,11314.0,36342,149.0,1250757,9961.0,224923,1576
2020-10-04 21:01:00,,2020-10-04,5,Africa,1517809,5787.0,36466,124.0,1254730,3973.0,226613,1604
2020-10-05 22:13:00,,2020-10-05,5,Africa,1526374,8565.0,36635,169.0,1266660,11930.0,223079,1636
2020-10-06 23:01:00,,2020-10-06,5,Africa,1533002,6628.0,36782,147.0,1273156,6496.0,223064,1608
2020-10-07 23:01:00,,2020-10-07,5,Africa,1542688,9686.0,36998,216.0,1280012,6856.0,225678,1569
2020-10-08 23:59:00,,2020-10-08,5,Africa,1553367,10679.0,37284,286.0,1290857,10845.0,225226,1592
2020-10-09 23:00:00,,2020-10-09,5,Africa,1561468,8101.0,37519,235.0,1296753,5896.0,227196,1618
2020-10-10 23:00:00,,2020-10-10,5,Africa,1574979,13511.0,37809,290.0,1302800,6047.0,234370,1660
2020-10-12 23:10:00,,2020-10-12,5,Africa,1592667,17688.0,38346,537.0,1316356,13556.0,237965,1688
2020-10-13 23:01:00,,2020-10-13,5,Africa,1600510,7843.0,38611,265.0,1322920,6564.0,238979,1758
2020-10-14 23:01:00,,2020-10-14,5,Africa,1609811,9301.0,38751,140.0,1328356,5436.0,242704,1765
2020-10-15 14:09:00,11:06:00,2020-10-15,5,Africa,1612821,3010.0,38896,145.0,1330326,1970.0,243599,1776
2020-10-16 22:08:00,19:06:00,2020-10-16,5,Africa,1628459,15638.0,39250,354.0,1341782,11456.0,247427,1861
2020-10-17 23:01:00,19:58:00,2020-10-17,5,Africa,1640128,11669.0,39479,229.0,1348069,6287.0,252580,1837
2020-10-18 22:05:00,19:03:00,2020-10-18,5,Africa,1652737,12609.0,39724,245.0,1357381,9312.0,255632,1833
2020-10-19 22:05:00,18:59:00,2020-10-19,5,Africa,1660363,7626.0,39895,171.0,1366039,8658.0,254429,1840
2020-10-20 22:05:00,19:04:00,2020-10-20,5,Africa,1671218,10855.0,40079,184.0,1371706,5667.0,259433,1941
2020-10-21 22:05:00,19:03:00,2020-10-21,5,Africa,1682585,11367.0,40436,357.0,1381806,10100.0,260343,1961
2020-10-22 22:05:00,19:04:00,2020-10-22,5,Africa,1692591,10006.0,40625,189.0,1388523,6717.0,263443,1989
2020-10-23 22:05:00,19:02:00,2020-10-23,5,Africa,1703764,11173.0,40912,287.0,1395490,6967.0,267362,2056
2020-10-24 23:41:00,20:40:00,2020-10-24,5,Africa,1717865,14101.0,41188,276.0,1404499,9009.0,272178,2060
