Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2021-03-31 12:00:13,2021-03-31,2021-03-30,7,World,128789990,559337,2815160,11071,103929034,478197,22045796,95838
2021-03-31 12:00:13,2021-03-31,2021-03-30,4,Europe,39360394,186685,909247,3888,27858413,130851,10592734,31279
2021-03-31 12:00:13,2021-03-31,2021-03-30,1,North America,35791734,75136,817328,1260,27483369,89191,7491037,15313
2021-03-31 12:00:13,2021-03-31,2021-03-30,3,Asia,28308912,159861,426625,1299,25980300,109066,1901987,25361
2021-03-31 12:00:13,2021-03-31,2021-03-30,2,South America,21032373,126058,548026,4318,18765983,139278,1718364,21126
2021-03-31 12:00:13,2021-03-31,2021-03-30,5,Africa,4239216,11286,112781,299,3805717,9799,320718,2753
2021-03-31 12:00:13,2021-03-31,2021-03-30,6,Oceania,56640,311,1138,7,34546,12,20956,6
