scrap_date,scrap_time,update date,update time-GMT,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-08-02,20:00:00,2020-08-02,,205,St. Barth,9880,9,1.0,,,6,,3,,911,,1246,126113,1
2020-08-08,20:00:00,2020-08-08,,205,St. Barth,9880,9,,,,6,,3,,911,,1246,126113,1
2020-08-12,20:00:00,2020-08-12,,205,St. Barth,9880,13,,,,6,,7,,1316,,1612,163158,1
2020-08-16,20:00:00,2020-08-16,,205,St. Barth,9881,13,,,,9,,4,,1316,,1699,171946,1
2020-08-17,20:00:00,2020-08-17,,205,St. Barth,9881,13,,,,9,,4,,1316,,1699,171946,1
2020-08-18,20:00:00,2020-08-18,,205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1
2020-08-19,20:00:00,2020-08-19,,205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1
2020-08-20,17:53:00,2020-08-20,,205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1
2020-08-23,21:09:00,2020-08-23,,205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1
2020-08-24,17:10:00,2020-08-24,,205,St. Barth,9881,16,,,,9,,7,,1619,,1699,171946,1
2020-08-25,23:00:00,2020-08-25,,205,St. Barth,9882,16,,,,9,,7,,1619,,1699,171929,1
2020-08-26,22:59:00,2020-08-26,,205,St. Barth,9882,17,,,,9,,8,,1720,,2075,209978,1
2020-08-27,23:00:00,2020-08-27,,205,St. Barth,9882,17,,,,9,,8,,1720,,2075,209978,1
2020-08-28,23:01:00,2020-08-28,,205,St. Barth,9882,17,,,,9,,8,,1720,,2075,209978,1
2020-08-29,12:29:00,2020-08-29,,205,St. Barth,9882,18,,,,13,,5,,1821,,2075,209978,1
