Scrap_time,Update_time_GMT,Date,Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCritical
2020-08-02 20:00:00,,2020-08-02,7,World,18095675,,690030,,11374804,,6030841,65797
2020-08-08 20:00:00,,2020-08-08,7,World,19703102,1607427.0,727025,36995.0,12643523,1268719.0,6332554,64923
2020-08-12 20:00:00,,2020-08-12,7,World,20544838,841736.0,746366,19341.0,13461888,818365.0,6336584,64610
2020-08-16 20:00:00,,2020-08-16,7,World,21639715,1094877.0,769459,23093.0,14350104,888216.0,6520152,64431
2020-08-17 20:00:00,,2020-08-17,7,World,21925867,286152.0,774963,5504.0,14646269,296165.0,6504635,64221
2020-08-18 20:00:00,,2020-08-18,7,World,22174653,248786.0,779998,5035.0,14894635,248366.0,6500020,62187
2020-08-19 20:00:00,,2020-08-19,7,World,22334748,160095.0,784876,4878.0,15070307,175672.0,6479565,62055
2020-08-20 17:53:00,,2020-08-20,7,World,22641445,306697.0,792218,7342.0,15357434,287127.0,6491793,61988
2020-08-23 21:09:00,,2020-08-23,7,World,23509853,868408.0,810879,18661.0,16027151,669717.0,6671823,61658
2020-08-24 17:10:00,,2020-08-24,7,World,23637289,127436.0,813415,2536.0,16132744,105593.0,6691130,61704
2020-08-25 23:00:00,,2020-08-25,7,World,23958200,320911.0,820237,6822.0,16476441,343697.0,6661522,61679
2020-08-26 22:59:00,,2020-08-26,7,World,24233212,275012.0,827019,6782.0,16729687,253246.0,6676506,61832
2020-08-27 23:00:00,,2020-08-27,7,World,24532830,299618.0,833135,6116.0,17000495,270808.0,6699200,61492
2020-08-28 23:01:00,,2020-08-28,7,World,24805967,273137.0,838742,5607.0,17211672,211177.0,6755553,61521
2020-08-29 12:29:00,,2020-08-29,7,World,24935559,129592.0,841832,3090.0,17315423,103751.0,6778304,61185
2020-08-30 23:00:00,,2020-08-30,7,World,25322719,387160.0,848989,7157.0,17640078,324655.0,6833652,61325
2020-08-31 18:58:00,,2020-08-31,7,World,25455514,132795.0,851685,2696.0,17762131,122053.0,6841698,61111
2020-09-01 23:00:00,,2020-09-01,7,World,25810100,354586.0,857948,6263.0,18057766,295635.0,6894386,61144
2020-09-02 23:01:00,,2020-09-02,7,World,26088026,277926.0,864483,6535.0,18337843,280077.0,6885700,60643
2020-09-03 23:01:00,,2020-09-03,7,World,26366977,278951.0,870615,6132.0,18567365,229522.0,6928997,60735
2020-09-04 07:01:00,,2020-09-04,7,World,26468091,101114.0,873223,2608.0,18661868,94503.0,6933000,60750
2020-09-05 23:31:00,,2020-09-05,7,World,26980911,512820.0,881762,8539.0,19094006,432138.0,7005143,60930
2020-09-06 18:30:00,,2020-09-06,7,World,27150535,169624.0,884960,3198.0,19263948,169942.0,7001627,60155
2020-09-07 23:39:00,,2020-09-07,7,World,27438854,288319.0,895456,10496.0,19491163,227215.0,7052235,60231
2020-09-08 22:10:00,,2020-09-08,7,World,27654644,215790.0,899378,3922.0,19723914,232751.0,7031352,60367
2020-09-09 22:01:00,,2020-09-09,7,World,27931543,276899.0,905362,5984.0,19971825,247911.0,7054356,60462
2020-09-10 22:01:00,,2020-09-10,7,World,28221383,289840.0,911251,5889.0,20226810,254985.0,7083322,60713
2020-09-11 22:00:00,,2020-09-11,7,World,28548231,326848.0,917002,5751.0,20475372,248562.0,7155857,60825
2020-09-12 22:22:00,,2020-09-12,7,World,28858345,310114.0,922702,5700.0,20719727,244355.0,7215916,60911
2020-09-13 22:01:00,,2020-09-13,7,World,29110047,251702.0,926911,4209.0,20948140,228413.0,7234996,60906
2020-09-14 22:04:00,,2020-09-14,7,World,29365150,255103.0,931032,4121.0,21179063,230923.0,7255055,60632
2020-09-15 21:00:00,,2020-09-15,7,World,29618852,253702.0,935997,4965.0,21420202,241139.0,7262653,60756
2020-09-16 21:01:00,,2020-09-16,7,World,29928676,309824.0,942575,6578.0,21686402,266200.0,7299699,60973
2020-09-18 20:01:00,,2020-09-18,7,World,30494182,565506.0,952338,9763.0,22180038,493636.0,7361806,61158
2020-09-19 21:00:00,,2020-09-19,7,World,30869199,375017.0,958852,6514.0,22469752,289714.0,7440595,61480
2020-09-20 22:31:00,,2020-09-20,7,World,31160940,291741.0,963981,5129.0,22760087,290335.0,7436872,61478
2020-09-21 21:01:00,,2020-09-21,7,World,31370823,209883.0,966884,2903.0,22938107,178020.0,7465832,61467
2020-09-22 21:01:00,,2020-09-22,7,World,31656010,285187.0,972327,5443.0,23256944,318837.0,7426739,61994
2020-09-23 19:58:00,,2020-09-23,7,World,31932500,276490.0,978024,5697.0,23519937,262993.0,7434539,62195
2020-09-24 21:00:00,,2020-09-24,7,World,32258747,326247.0,984396,6372.0,23798814,278877.0,7475537,63156
2020-09-25 21:00:00,,2020-09-25,7,World,32603763,345016.0,989981,5585.0,24048380,249566.0,7565402,63477
2020-09-26 21:00:00,,2020-09-26,7,World,32943237,339474.0,996265,6284.0,24315141,266761.0,7631831,63997
2020-09-27 22:45:00,,2020-09-27,7,World,33226524,283287.0,1000747,4482.0,24550265,235124.0,7675512,65360
