Continent_id,Continent,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",scrap_date,scrap_time
1,North America,"7,921,370","+29,161","288,308",+903,"4,805,880","+17,134","2,827,182","18,285",12.09.20,22:22
3,Asia,"8,479,925","+123,765","162,516","+1,753","6,836,482","+98,401","1,480,927","19,313",12.09.20,22:22
2,South America,"7,027,729","+17,069","226,262",+556,"5,728,348","+13,262","1,073,119","15,373",12.09.20,22:22
4,Europe,"4,048,737","+35,592","212,286",+318,"2,238,259","+13,920","1,598,192","6,427",12.09.20,22:22
5,Africa,"1,349,942","+4,743","32,479",+69,"1,084,191","+3,964","233,272","1,486",12.09.20,22:22
6,Oceania,"29,921",+44,836,+6,"25,916",+121,"3,169",23,12.09.20,22:22
7,World,"28,858,345","+210,374","922,702","+3,605","20,719,727","+146,802","7,215,916","60,911",12.09.20,22:22
