scrap_date,scrap_time,Country_id,Country,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot_Cases_1M_pop,Deaths/1M pop,TotalTests,Tests_1M_pop,Continent_id
2020-10-14,23:01,1.0,USA,331558077,8130656,40403,221496,623,5255514,29087,2653646,15100,24523,668,121142566,365374,1.0
2020-10-14,23:01,3.0,India,1383863737,7302023,64941,111277,660,6377095,78390,813651,8944,5277,80,90090122,65100,3.0
2020-10-14,23:01,2.0,Brazil,212990988,5117825,3002,151161,98,4526975,,439689,8318,24028,710,17900000,84041,2.0
2020-10-14,23:01,4.0,Russia,145952510,1340409,14231,23205,239,1039705,7920,277499,2300,9184,159,51800000,354910,4.0
2020-10-14,23:01,9.0,Spain,46760002,937311,11970,33413,209,,,,1652,20045,715,14590713,312034,4.0
2020-10-14,23:01,8.0,Colombia,51036966,924098,,28141,,806703,,89254,2220,18106,551,4234813,82975,2.0
2020-10-14,23:01,12.0,Argentina,45313862,917035,,24572,,742235,,150228,4294,20237,542,2260058,49876,2.0
2020-10-14,23:01,6.0,Peru,33101676,853974,,33419,,753959,,66596,1173,25799,1010,4111951,124222,2.0
2020-10-14,23:01,7.0,Mexico,129317680,825340,4295,84420,475,601571,3580,139349,2379,6382,653,2109456,16312,1.0
2020-10-14,23:01,19.0,France,65315063,779063,22591,33037,104,103413,733,642613,1673,11928,506,12710074,194596,4.0
2020-10-14,23:01,5.0,South Africa,59520485,694537,,18028,,625574,,50935,546,11669,303,4433952,74495,5.0
2020-10-14,23:01,13.0,UK,67988148,654644,19724,43155,137,,,,516,9629,635,28371080,417294,4.0
2020-10-14,23:01,11.0,Iran,84297357,513219,4830,29349,279,414831,2991,69039,4609,6088,348,4398723,52181,3.0
2020-10-14,23:01,10.0,Chile,19162966,485372,1092,13415,19,458073,1574,13884,785,25329,700,3772113,196844,2.0
2020-10-14,23:01,21.0,Iraq,40474126,413215,3857,10021,51,347396,3188,55798,475,10209,248,2548753,62972,3.0
2020-10-14,23:01,15.0,Bangladesh,165156008,382959,1684,5593,16,297449,1576,79917,,2319,34,2112448,12791,3.0
2020-10-14,23:01,17.0,Italy,60436115,372799,7332,36289,43,244065,2037,92445,539,6168,600,12914895,213695,4.0
2020-10-14,23:01,22.0,Philippines,109993725,346536,1910,6449,78,293860,579,46227,1562,3151,59,4231916,38474,3.0
2020-10-14,23:01,23.0,Indonesia,274345412,344749,4127,12156,129,267851,4555,64742,,1257,44,3892904,14190,3.0
2020-10-14,23:01,20.0,Germany,83860904,340633,4954,9761,21,281900,2800,48972,602,4062,116,18129900,216190,4.0
